Measurement: ritardo_rise
  step	ritardo_rise	FROM	TO
    52	2.27673e-10	2.0015e-08	2.02427e-08
    53	2.0478e-10	2.0015e-08	2.02198e-08
    54	2.64603e-10	2.0015e-08	2.02796e-08
    55	2.77255e-10	2.0015e-08	2.02923e-08
    56	3.40945e-10	2.0015e-08	2.03559e-08
    57	2.33823e-10	2.0015e-08	2.02488e-08
    58	1.93097e-10	2.0015e-08	2.02081e-08
    59	1.93926e-10	2.0015e-08	2.02089e-08
    60	1.964e-10	2.0015e-08	2.02114e-08
    61	2.44273e-10	2.0015e-08	2.02593e-08
    62	2.18027e-10	2.0015e-08	2.0233e-08
    63	1.95973e-10	2.0015e-08	2.0211e-08
    64	1.9411e-10	2.0015e-08	2.02091e-08
    65	2.48415e-10	2.0015e-08	2.02634e-08
    66	1.97495e-10	2.0015e-08	2.02125e-08
    67	2.07706e-10	2.0015e-08	2.02227e-08
    68	2.14105e-10	2.0015e-08	2.02291e-08
    69	1.97891e-10	2.0015e-08	2.02129e-08
    70	2.81493e-10	2.0015e-08	2.02965e-08
    71	1.92467e-10	2.0015e-08	2.02075e-08
    72	1.93904e-10	2.0015e-08	2.02089e-08
    73	2.04692e-10	2.0015e-08	2.02197e-08
    74	1.97806e-10	2.0015e-08	2.02128e-08
    75	2.61868e-10	2.0015e-08	2.02769e-08
    76	2.07772e-10	2.0015e-08	2.02228e-08
    77	2.00171e-10	2.0015e-08	2.02152e-08
    78	2.15677e-10	2.0015e-08	2.02307e-08
    79	2.49003e-10	2.0015e-08	2.0264e-08
    80	2.02822e-10	2.0015e-08	2.02178e-08
    81	1.9293e-10	2.0015e-08	2.02079e-08
    82	3.78507e-10	2.0015e-08	2.03935e-08
    83	1.97935e-10	2.0015e-08	2.02129e-08
    84	2.10241e-10	2.0015e-08	2.02252e-08
    85	1.98713e-10	2.0015e-08	2.02137e-08
    86	2.66011e-10	2.0015e-08	2.0281e-08
    87	3.22869e-10	2.0015e-08	2.03379e-08
    88	2.73418e-10	2.0015e-08	2.02884e-08
    89	2.01053e-10	2.0015e-08	2.02161e-08
    90	1.93762e-10	2.0015e-08	2.02088e-08
    91	2.42485e-10	2.0015e-08	2.02575e-08
    92	2.05114e-10	2.0015e-08	2.02201e-08
    93	1.94365e-10	2.0015e-08	2.02094e-08
    94	2.52487e-10	2.0015e-08	2.02675e-08
    95	2.71605e-10	2.0015e-08	2.02866e-08
    96	1.99339e-10	2.0015e-08	2.02143e-08
    97	2.26441e-10	2.0015e-08	2.02414e-08
    98	2.2314e-10	2.0015e-08	2.02381e-08
    99	1.94189e-10	2.0015e-08	2.02092e-08
   100	2.39853e-10	2.0015e-08	2.02549e-08
   101	2.11607e-10	2.0015e-08	2.02266e-08
   102	1.92842e-10	2.0015e-08	2.02078e-08
   103	2.28824e-10	2.0015e-08	2.02438e-08
   104	3.0779e-10	2.0015e-08	2.03228e-08
   105	2.23269e-10	2.0015e-08	2.02383e-08
   106	2.02396e-10	2.0015e-08	2.02174e-08
   107	1.96292e-10	2.0015e-08	2.02113e-08
   108	2.1063e-10	2.0015e-08	2.02256e-08
   109	2.04905e-10	2.0015e-08	2.02199e-08
   110	2.11986e-10	2.0015e-08	2.0227e-08
   111	1.99285e-10	2.0015e-08	2.02143e-08
   112	2.16807e-10	2.0015e-08	2.02318e-08
   113	2.90116e-10	2.0015e-08	2.03051e-08
   114	1.95821e-10	2.0015e-08	2.02108e-08
   115	1.96752e-10	2.0015e-08	2.02118e-08
   116	1.97877e-10	2.0015e-08	2.02129e-08
   117	1.95781e-10	2.0015e-08	2.02108e-08
   118	3.31713e-10	2.0015e-08	2.03467e-08
   119	1.99545e-10	2.0015e-08	2.02145e-08
   120	2.06677e-10	2.0015e-08	2.02217e-08
   121	2.17108e-10	2.0015e-08	2.02321e-08
   122	2.01684e-10	2.0015e-08	2.02167e-08
   123	2.65433e-10	2.0015e-08	2.02804e-08
   124	2.21572e-10	2.0015e-08	2.02366e-08
   125	2.55469e-10	2.0015e-08	2.02705e-08
   126	3.07927e-10	2.0015e-08	2.03229e-08
   127	2.48167e-10	2.0015e-08	2.02632e-08
   128	2.43385e-10	2.0015e-08	2.02584e-08
   129	2.012e-10	2.0015e-08	2.02162e-08
   130	2.50307e-10	2.0015e-08	2.02653e-08
   131	1.9934e-10	2.0015e-08	2.02143e-08
   132	2.10655e-10	2.0015e-08	2.02257e-08
   133	2.30763e-10	2.0015e-08	2.02458e-08
   134	2.65492e-10	2.0015e-08	2.02805e-08
   135	1.93122e-10	2.0015e-08	2.02081e-08
   136	2.00612e-10	2.0015e-08	2.02156e-08
   137	2.14829e-10	2.0015e-08	2.02298e-08
   138	2.21818e-10	2.0015e-08	2.02368e-08
   139	1.92569e-10	2.0015e-08	2.02076e-08
   140	2.97543e-10	2.0015e-08	2.03125e-08
   141	1.97935e-10	2.0015e-08	2.02129e-08
   142	1.96484e-10	2.0015e-08	2.02115e-08
   143	1.99503e-10	2.0015e-08	2.02145e-08
   144	1.9669e-10	2.0015e-08	2.02117e-08
   145	2.21756e-10	2.0015e-08	2.02368e-08
   146	1.99525e-10	2.0015e-08	2.02145e-08
   147	2.25988e-10	2.0015e-08	2.0241e-08
   148	2.65377e-10	2.0015e-08	2.02804e-08
   149	3.24048e-10	2.0015e-08	2.0339e-08
   150	2.41612e-10	2.0015e-08	2.02566e-08
   151	2.24366e-10	2.0015e-08	2.02394e-08
   152	1.92519e-10	2.0015e-08	2.02075e-08
   153	3.42187e-10	2.0015e-08	2.03572e-08
   154	1.93649e-10	2.0015e-08	2.02086e-08
   155	1.97713e-10	2.0015e-08	2.02127e-08
   156	2.52469e-10	2.0015e-08	2.02675e-08
   157	2.18456e-10	2.0015e-08	2.02335e-08
   158	1.94934e-10	2.0015e-08	2.02099e-08
   159	1.96851e-10	2.0015e-08	2.02119e-08
   160	2.09735e-10	2.0015e-08	2.02247e-08
   161	2.03744e-10	2.0015e-08	2.02187e-08
   162	3.41121e-10	2.0015e-08	2.03561e-08
   163	3.25489e-10	2.0015e-08	2.03405e-08
   164	2.05329e-10	2.0015e-08	2.02203e-08
   165	1.96735e-10	2.0015e-08	2.02117e-08
   166	1.96662e-10	2.0015e-08	2.02117e-08
   167	2.01347e-10	2.0015e-08	2.02163e-08
   168	3.44482e-10	2.0015e-08	2.03595e-08
   169	2.00701e-10	2.0015e-08	2.02157e-08
   170	1.94141e-10	2.0015e-08	2.02091e-08
   171	2.07003e-10	2.0015e-08	2.0222e-08
   172	2.5133e-10	2.0015e-08	2.02663e-08
   173	2.03191e-10	2.0015e-08	2.02182e-08
   174	2.04935e-10	2.0015e-08	2.02199e-08
   175	2.38289e-10	2.0015e-08	2.02533e-08
   176	3.01173e-10	2.0015e-08	2.03162e-08
   177	2.07923e-10	2.0015e-08	2.02229e-08
   178	2.4114e-10	2.0015e-08	2.02561e-08
   179	1.95295e-10	2.0015e-08	2.02103e-08
   180	2.18013e-10	2.0015e-08	2.0233e-08
   181	2.10805e-10	2.0015e-08	2.02258e-08
   182	2.18381e-10	2.0015e-08	2.02334e-08
   183	3.5764e-10	2.0015e-08	2.03726e-08
   184	3.49408e-10	2.0015e-08	2.03644e-08
   185	1.9544e-10	2.0015e-08	2.02104e-08
   186	2.00509e-10	2.0015e-08	2.02155e-08
   187	1.93212e-10	2.0015e-08	2.02082e-08
   188	2.10398e-10	2.0015e-08	2.02254e-08
   189	2.80242e-10	2.0015e-08	2.02952e-08
   190	2.01675e-10	2.0015e-08	2.02167e-08
   191	1.97119e-10	2.0015e-08	2.02121e-08
   192	2.04157e-10	2.0015e-08	2.02192e-08
   193	2.31458e-10	2.0015e-08	2.02465e-08
   194	2.13676e-10	2.0015e-08	2.02287e-08
   195	2.97849e-10	2.0015e-08	2.03128e-08
   196	1.9914e-10	2.0015e-08	2.02141e-08
   197	3.00825e-10	2.0015e-08	2.03158e-08
   198	2.87008e-10	2.0015e-08	2.0302e-08
   199	2.83305e-10	2.0015e-08	2.02983e-08
   200	1.98352e-10	2.0015e-08	2.02134e-08
   201	2.55584e-10	2.0015e-08	2.02706e-08
   202	2.06565e-10	2.0015e-08	2.02216e-08
   203	2.00928e-10	2.0015e-08	2.02159e-08
   204	2.00892e-10	2.0015e-08	2.02159e-08
   205	2.08295e-10	2.0015e-08	2.02233e-08
   206	2.06965e-10	2.0015e-08	2.0222e-08
   207	2.00286e-10	2.0015e-08	2.02153e-08
   208	2.16987e-10	2.0015e-08	2.0232e-08
   209	1.97582e-10	2.0015e-08	2.02126e-08
   210	1.97277e-10	2.0015e-08	2.02123e-08
   211	2.04873e-10	2.0015e-08	2.02199e-08
   212	1.92793e-10	2.0015e-08	2.02078e-08
   213	2.48601e-10	2.0015e-08	2.02636e-08
   214	2.05352e-10	2.0015e-08	2.02204e-08
   215	3.04622e-10	2.0015e-08	2.03196e-08
   216	2.54159e-10	2.0015e-08	2.02692e-08
   217	2.82674e-10	2.0015e-08	2.02977e-08
   218	2.01775e-10	2.0015e-08	2.02168e-08
   219	2.05273e-10	2.0015e-08	2.02203e-08
   220	1.93088e-10	2.0015e-08	2.02081e-08
   221	3.56439e-10	2.0015e-08	2.03714e-08
   222	1.97291e-10	2.0015e-08	2.02123e-08
   223	1.92473e-10	2.0015e-08	2.02075e-08
   224	2.02728e-10	2.0015e-08	2.02177e-08
   225	2.0114e-10	2.0015e-08	2.02161e-08
   226	1.98628e-10	2.0015e-08	2.02136e-08
   227	3.20214e-10	2.0015e-08	2.03352e-08
   228	2.63672e-10	2.0015e-08	2.02787e-08
   229	1.95879e-10	2.0015e-08	2.02109e-08
   230	2.03188e-10	2.0015e-08	2.02182e-08
   231	2.01583e-10	2.0015e-08	2.02166e-08
   232	2.11011e-10	2.0015e-08	2.0226e-08
   233	2.47776e-10	2.0015e-08	2.02628e-08
   234	2.49768e-10	2.0015e-08	2.02648e-08
   235	2.02329e-10	2.0015e-08	2.02173e-08
   236	2.07111e-10	2.0015e-08	2.02221e-08
   237	2.16889e-10	2.0015e-08	2.02319e-08
   238	2.04107e-10	2.0015e-08	2.02191e-08
   239	1.96012e-10	2.0015e-08	2.0211e-08
   240	2.36659e-10	2.0015e-08	2.02517e-08
   241	2.74778e-10	2.0015e-08	2.02898e-08
   242	3.28882e-10	2.0015e-08	2.03439e-08
   243	2.03301e-10	2.0015e-08	2.02183e-08
   244	1.96798e-10	2.0015e-08	2.02118e-08
   245	3.91732e-10	2.0015e-08	2.04067e-08
   246	2.56475e-10	2.0015e-08	2.02715e-08
   247	2.09118e-10	2.0015e-08	2.02241e-08
   248	1.99496e-10	2.0015e-08	2.02145e-08
   249	2.99805e-10	2.0015e-08	2.03148e-08
   250	2.73204e-10	2.0015e-08	2.02882e-08
   251	3.2187e-10	2.0015e-08	2.03369e-08
   252	2.23805e-10	2.0015e-08	2.02388e-08
   253	2.38386e-10	2.0015e-08	2.02534e-08
   254	1.96002e-10	2.0015e-08	2.0211e-08
   255	2.26169e-10	2.0015e-08	2.02412e-08
   256	1.97095e-10	2.0015e-08	2.02121e-08
   257	1.98936e-10	2.0015e-08	2.02139e-08
   258	2.01302e-10	2.0015e-08	2.02163e-08
   259	2.15836e-10	2.0015e-08	2.02308e-08
   260	3.22587e-10	2.0015e-08	2.03376e-08
   261	1.99426e-10	2.0015e-08	2.02144e-08
   262	2.0392e-10	2.0015e-08	2.02189e-08
   263	3.46041e-10	2.0015e-08	2.0361e-08
   264	2.16203e-10	2.0015e-08	2.02312e-08
   265	2.03748e-10	2.0015e-08	2.02187e-08
   266	2.59026e-10	2.0015e-08	2.0274e-08
   267	2.01243e-10	2.0015e-08	2.02162e-08
   268	2.12141e-10	2.0015e-08	2.02271e-08
   269	2.36551e-10	2.0015e-08	2.02516e-08
   270	3.27419e-10	2.0015e-08	2.03424e-08
   271	2.23796e-10	2.0015e-08	2.02388e-08
   272	2.76901e-10	2.0015e-08	2.02919e-08
   273	2.26926e-10	2.0015e-08	2.02419e-08
   274	2.86568e-10	2.0015e-08	2.03016e-08
   275	2.09079e-10	2.0015e-08	2.02241e-08
   276	1.9889e-10	2.0015e-08	2.02139e-08
   277	1.97327e-10	2.0015e-08	2.02123e-08
   278	3.46179e-10	2.0015e-08	2.03612e-08
   279	2.00556e-10	2.0015e-08	2.02156e-08
   280	3.14593e-10	2.0015e-08	2.03296e-08
   281	1.98641e-10	2.0015e-08	2.02136e-08
   282	1.93005e-10	2.0015e-08	2.0208e-08
   283	2.02545e-10	2.0015e-08	2.02175e-08
   284	1.96357e-10	2.0015e-08	2.02114e-08
   285	3.21543e-10	2.0015e-08	2.03365e-08
   286	2.14662e-10	2.0015e-08	2.02297e-08
   287	3.92658e-10	2.0015e-08	2.04077e-08
   288	2.00968e-10	2.0015e-08	2.0216e-08
   289	2.86338e-10	2.0015e-08	2.03013e-08
   290	2.03035e-10	2.0015e-08	2.0218e-08
   291	2.60985e-10	2.0015e-08	2.0276e-08
   292	2.48887e-10	2.0015e-08	2.02639e-08
   293	2.0483e-10	2.0015e-08	2.02198e-08
   294	2.11689e-10	2.0015e-08	2.02267e-08
   295	2.16518e-10	2.0015e-08	2.02315e-08
   296	2.26575e-10	2.0015e-08	2.02416e-08
   297	3.6771e-10	2.0015e-08	2.03827e-08
   298	2.18401e-10	2.0015e-08	2.02334e-08
   299	2.12392e-10	2.0015e-08	2.02274e-08
   300	2.02808e-10	2.0015e-08	2.02178e-08
   301	2.15788e-10	2.0015e-08	2.02308e-08
   302	1.93806e-10	2.0015e-08	2.02088e-08
   303	1.99172e-10	2.0015e-08	2.02142e-08
   304	2.11371e-10	2.0015e-08	2.02264e-08
   305	1.99153e-10	2.0015e-08	2.02142e-08
   306	2.13873e-10	2.0015e-08	2.02289e-08
   307	2.08813e-10	2.0015e-08	2.02238e-08
   308	2.40963e-10	2.0015e-08	2.0256e-08
   309	2.02666e-10	2.0015e-08	2.02177e-08
   310	2.22718e-10	2.0015e-08	2.02377e-08
   311	2.93734e-10	2.0015e-08	2.03087e-08
   312	2.1131e-10	2.0015e-08	2.02263e-08
   313	2.48421e-10	2.0015e-08	2.02634e-08
   314	2.13804e-10	2.0015e-08	2.02288e-08
   315	2.72019e-10	2.0015e-08	2.0287e-08
   316	2.17496e-10	2.0015e-08	2.02325e-08
   317	2.02272e-10	2.0015e-08	2.02173e-08
   318	2.59322e-10	2.0015e-08	2.02743e-08
   319	3.09023e-10	2.0015e-08	2.0324e-08
   320	1.98764e-10	2.0015e-08	2.02138e-08
   321	2.34369e-10	2.0015e-08	2.02494e-08
   322	2.03099e-10	2.0015e-08	2.02181e-08
   323	1.92183e-10	2.0015e-08	2.02072e-08
   324	1.98944e-10	2.0015e-08	2.02139e-08
   325	2.34997e-10	2.0015e-08	2.025e-08
   326	1.99427e-10	2.0015e-08	2.02144e-08
   327	1.96585e-10	2.0015e-08	2.02116e-08
   328	2.10287e-10	2.0015e-08	2.02253e-08
   329	1.95603e-10	2.0015e-08	2.02106e-08
   330	2.96183e-10	2.0015e-08	2.03112e-08
   331	2.54854e-10	2.0015e-08	2.02699e-08
   332	1.95897e-10	2.0015e-08	2.02109e-08
   333	1.99633e-10	2.0015e-08	2.02146e-08
   334	2.01707e-10	2.0015e-08	2.02167e-08
   335	3.49244e-10	2.0015e-08	2.03642e-08
   336	2.00938e-10	2.0015e-08	2.02159e-08
   337	2.0192e-10	2.0015e-08	2.02169e-08
   338	2.22206e-10	2.0015e-08	2.02372e-08
   339	2.13054e-10	2.0015e-08	2.02281e-08
   340	2.49507e-10	2.0015e-08	2.02645e-08
   341	1.95278e-10	2.0015e-08	2.02103e-08
   342	2.42592e-10	2.0015e-08	2.02576e-08
   343	2.49424e-10	2.0015e-08	2.02644e-08
   344	2.47008e-10	2.0015e-08	2.0262e-08
   345	1.96787e-10	2.0015e-08	2.02118e-08
   346	2.07845e-10	2.0015e-08	2.02228e-08
   347	1.92982e-10	2.0015e-08	2.0208e-08
   348	2.53165e-10	2.0015e-08	2.02682e-08
   349	2.08308e-10	2.0015e-08	2.02233e-08
   350	2.0714e-10	2.0015e-08	2.02221e-08
   351	1.96261e-10	2.0015e-08	2.02113e-08
   352	2.38285e-10	2.0015e-08	2.02533e-08
   353	1.98756e-10	2.0015e-08	2.02138e-08
   354	2.01047e-10	2.0015e-08	2.0216e-08
   355	2.66198e-10	2.0015e-08	2.02812e-08
   356	1.99716e-10	2.0015e-08	2.02147e-08
   357	2.06765e-10	2.0015e-08	2.02218e-08
   358	2.01979e-10	2.0015e-08	2.0217e-08
   359	2.00087e-10	2.0015e-08	2.02151e-08
   360	1.96566e-10	2.0015e-08	2.02116e-08
   361	2.62598e-10	2.0015e-08	2.02776e-08
   362	2.18296e-10	2.0015e-08	2.02333e-08
   363	1.98567e-10	2.0015e-08	2.02136e-08
   364	3.34632e-10	2.0015e-08	2.03496e-08
   365	1.99371e-10	2.0015e-08	2.02144e-08
   366	1.95956e-10	2.0015e-08	2.0211e-08
   367	2.21864e-10	2.0015e-08	2.02369e-08
   368	3.1821e-10	2.0015e-08	2.03332e-08
   369	2.15253e-10	2.0015e-08	2.02303e-08
   370	1.99849e-10	2.0015e-08	2.02148e-08
   371	2.00445e-10	2.0015e-08	2.02154e-08
   372	2.11289e-10	2.0015e-08	2.02263e-08
   373	2.15892e-10	2.0015e-08	2.02309e-08
   374	1.95546e-10	2.0015e-08	2.02105e-08
   375	2.00367e-10	2.0015e-08	2.02154e-08
   376	1.98698e-10	2.0015e-08	2.02137e-08
   377	2.37435e-10	2.0015e-08	2.02524e-08
   378	1.96633e-10	2.0015e-08	2.02116e-08
   379	2.32423e-10	2.0015e-08	2.02474e-08
   380	2.17919e-10	2.0015e-08	2.02329e-08
   381	2.01681e-10	2.0015e-08	2.02167e-08
   382	2.65485e-10	2.0015e-08	2.02805e-08
   383	1.98449e-10	2.0015e-08	2.02134e-08
   384	1.97122e-10	2.0015e-08	2.02121e-08
   385	2.02513e-10	2.0015e-08	2.02175e-08
   386	2.7093e-10	2.0015e-08	2.02859e-08
   387	1.96183e-10	2.0015e-08	2.02112e-08
   388	2.67361e-10	2.0015e-08	2.02824e-08
   389	2.31524e-10	2.0015e-08	2.02465e-08
   390	2.1146e-10	2.0015e-08	2.02265e-08
   391	2.29287e-10	2.0015e-08	2.02443e-08
   392	2.01828e-10	2.0015e-08	2.02168e-08
   393	2.31521e-10	2.0015e-08	2.02465e-08
   394	2.40119e-10	2.0015e-08	2.02551e-08
   395	1.99968e-10	2.0015e-08	2.0215e-08
   396	3.4892e-10	2.0015e-08	2.03639e-08
   397	1.97137e-10	2.0015e-08	2.02121e-08
   398	2.00048e-10	2.0015e-08	2.0215e-08
   399	2.74937e-10	2.0015e-08	2.02899e-08
   400	1.92852e-10	2.0015e-08	2.02079e-08
   401	3.0386e-10	2.0015e-08	2.03189e-08
   402	2.2997e-10	2.0015e-08	2.0245e-08
   403	1.92789e-10	2.0015e-08	2.02078e-08
   404	2.10546e-10	2.0015e-08	2.02255e-08
   405	2.00421e-10	2.0015e-08	2.02154e-08
   406	2.23759e-10	2.0015e-08	2.02388e-08
   407	1.98935e-10	2.0015e-08	2.02139e-08
   408	1.98314e-10	2.0015e-08	2.02133e-08
   409	2.19454e-10	2.0015e-08	2.02345e-08
   410	2.59513e-10	2.0015e-08	2.02745e-08
   411	2.08844e-10	2.0015e-08	2.02238e-08
   412	2.05482e-10	2.0015e-08	2.02205e-08
   413	2.10721e-10	2.0015e-08	2.02257e-08
   414	1.97255e-10	2.0015e-08	2.02123e-08
   415	2.01219e-10	2.0015e-08	2.02162e-08
   416	1.99433e-10	2.0015e-08	2.02144e-08
   417	2.18742e-10	2.0015e-08	2.02337e-08
   418	2.11932e-10	2.0015e-08	2.02269e-08
   419	1.99059e-10	2.0015e-08	2.02141e-08
   420	1.96766e-10	2.0015e-08	2.02118e-08
   421	2.28516e-10	2.0015e-08	2.02435e-08
   422	2.48449e-10	2.0015e-08	2.02634e-08
   423	3.11398e-10	2.0015e-08	2.03264e-08
   424	1.92286e-10	2.0015e-08	2.02073e-08
   425	2.42614e-10	2.0015e-08	2.02576e-08
   426	2.31508e-10	2.0015e-08	2.02465e-08
   427	2.05788e-10	2.0015e-08	2.02208e-08
   428	1.9405e-10	2.0015e-08	2.0209e-08
   429	2.02504e-10	2.0015e-08	2.02175e-08
   430	1.95806e-10	2.0015e-08	2.02108e-08
   431	1.99312e-10	2.0015e-08	2.02143e-08
   432	1.98344e-10	2.0015e-08	2.02133e-08
   433	2.44948e-10	2.0015e-08	2.02599e-08
   434	2.10991e-10	2.0015e-08	2.0226e-08
   435	1.97996e-10	2.0015e-08	2.0213e-08
   436	1.96553e-10	2.0015e-08	2.02116e-08
   437	1.92187e-10	2.0015e-08	2.02072e-08
   438	3.44947e-10	2.0015e-08	2.03599e-08
   439	2.10765e-10	2.0015e-08	2.02258e-08
   440	2.52747e-10	2.0015e-08	2.02677e-08
   441	2.46732e-10	2.0015e-08	2.02617e-08
   442	3.28036e-10	2.0015e-08	2.0343e-08
   443	2.85134e-10	2.0015e-08	2.03001e-08
   444	2.27151e-10	2.0015e-08	2.02422e-08
   445	1.97721e-10	2.0015e-08	2.02127e-08
   446	2.98731e-10	2.0015e-08	2.03137e-08
   447	2.01228e-10	2.0015e-08	2.02162e-08
   448	2.08839e-10	2.0015e-08	2.02238e-08
   449	2.10069e-10	2.0015e-08	2.02251e-08
   450	2.1562e-10	2.0015e-08	2.02306e-08
   451	2.37291e-10	2.0015e-08	2.02523e-08
   452	1.99908e-10	2.0015e-08	2.02149e-08
   453	1.94338e-10	2.0015e-08	2.02093e-08
   454	2.03711e-10	2.0015e-08	2.02187e-08
   455	2.07882e-10	2.0015e-08	2.02229e-08
   456	2.12581e-10	2.0015e-08	2.02276e-08
   457	2.00287e-10	2.0015e-08	2.02153e-08
   458	2.12722e-10	2.0015e-08	2.02277e-08
   459	2.70736e-10	2.0015e-08	2.02857e-08
   460	2.37248e-10	2.0015e-08	2.02522e-08
   461	2.27507e-10	2.0015e-08	2.02425e-08
   462	2.84321e-10	2.0015e-08	2.02993e-08
   463	2.0296e-10	2.0015e-08	2.0218e-08
   464	2.36041e-10	2.0015e-08	2.0251e-08
   465	1.97663e-10	2.0015e-08	2.02127e-08
   466	2.01039e-10	2.0015e-08	2.0216e-08
   467	1.93918e-10	2.0015e-08	2.02089e-08
   468	1.98621e-10	2.0015e-08	2.02136e-08
   469	2.83831e-10	2.0015e-08	2.02988e-08
   470	2.03039e-10	2.0015e-08	2.0218e-08
   471	3.757e-10	2.0015e-08	2.03907e-08
   472	2.00368e-10	2.0015e-08	2.02154e-08
   473	1.93228e-10	2.0015e-08	2.02082e-08
   474	2.80651e-10	2.0015e-08	2.02957e-08
   475	1.96698e-10	2.0015e-08	2.02117e-08
   476	2.03069e-10	2.0015e-08	2.02181e-08
   477	2.07037e-10	2.0015e-08	2.0222e-08
   478	1.95143e-10	2.0015e-08	2.02101e-08
   479	2.11934e-10	2.0015e-08	2.02269e-08
   480	1.92641e-10	2.0015e-08	2.02076e-08
   481	1.97744e-10	2.0015e-08	2.02127e-08
   482	2.6644e-10	2.0015e-08	2.02814e-08
   483	2.29761e-10	2.0015e-08	2.02448e-08
   484	1.97559e-10	2.0015e-08	2.02126e-08
   485	1.96453e-10	2.0015e-08	2.02115e-08
   486	2.42053e-10	2.0015e-08	2.02571e-08
   487	1.99952e-10	2.0015e-08	2.0215e-08
   488	2.00244e-10	2.0015e-08	2.02152e-08
   489	1.94228e-10	2.0015e-08	2.02092e-08
   490	2.10253e-10	2.0015e-08	2.02253e-08
   491	3.58282e-10	2.0015e-08	2.03733e-08
   492	1.95395e-10	2.0015e-08	2.02104e-08
   493	2.16706e-10	2.0015e-08	2.02317e-08
   494	2.00252e-10	2.0015e-08	2.02153e-08
   495	2.00057e-10	2.0015e-08	2.02151e-08
   496	1.93549e-10	2.0015e-08	2.02085e-08
   497	2.30814e-10	2.0015e-08	2.02458e-08
   498	3.13777e-10	2.0015e-08	2.03288e-08
   499	2.04621e-10	2.0015e-08	2.02196e-08
   500	2.57648e-10	2.0015e-08	2.02726e-08
   501	3.02028e-10	2.0015e-08	2.0317e-08
   502	3.15206e-10	2.0015e-08	2.03302e-08
   503	1.9928e-10	2.0015e-08	2.02143e-08
   504	1.93432e-10	2.0015e-08	2.02084e-08
   505	3.17018e-10	2.0015e-08	2.0332e-08
   506	1.97116e-10	2.0015e-08	2.02121e-08
   507	2.0346e-10	2.0015e-08	2.02185e-08
   508	1.96296e-10	2.0015e-08	2.02113e-08
   509	1.99569e-10	2.0015e-08	2.02146e-08
   510	1.97486e-10	2.0015e-08	2.02125e-08
   511	2.24595e-10	2.0015e-08	2.02396e-08
   512	2.02603e-10	2.0015e-08	2.02176e-08
   513	2.00734e-10	2.0015e-08	2.02157e-08
   514	1.98723e-10	2.0015e-08	2.02137e-08
   515	2.06518e-10	2.0015e-08	2.02215e-08
   516	1.98774e-10	2.0015e-08	2.02138e-08
