Measurement: energia2
  step	INTEG(v(supply)*i(V1))	FROM	TO
   536	-1.51907e-13	1.8e-08	3.3e-08
   537	-5.15744e-14	1.8e-08	3.3e-08
   538	-9.37987e-14	1.8e-08	3.3e-08
   539	-1.61123e-13	1.8e-08	3.3e-08
   540	-8.01113e-14	1.8e-08	3.3e-08
   541	-1.77131e-13	1.8e-08	3.3e-08
   542	-1.11807e-13	1.8e-08	3.3e-08
   543	-4.30531e-14	1.8e-08	3.3e-08
   544	-6.27849e-14	1.8e-08	3.3e-08
   545	-1.54736e-13	1.8e-08	3.3e-08
   546	-1.89845e-13	1.8e-08	3.3e-08
   547	-5.22645e-14	1.8e-08	3.3e-08
   548	-6.51616e-14	1.8e-08	3.3e-08
   549	-5.22519e-14	1.8e-08	3.3e-08
   550	-1.00889e-13	1.8e-08	3.3e-08
   551	-2.00098e-13	1.8e-08	3.3e-08
   552	-5.50294e-14	1.8e-08	3.3e-08
   553	-1.12448e-13	1.8e-08	3.3e-08
   554	-1.29898e-13	1.8e-08	3.3e-08
   555	-5.00985e-14	1.8e-08	3.3e-08
   556	-7.12621e-14	1.8e-08	3.3e-08
   557	-5.96231e-14	1.8e-08	3.3e-08
   558	-1.28178e-13	1.8e-08	3.3e-08
   559	-6.32958e-14	1.8e-08	3.3e-08
   560	-6.29687e-14	1.8e-08	3.3e-08
   561	-9.74676e-14	1.8e-08	3.3e-08
   562	-1.21526e-13	1.8e-08	3.3e-08
   563	-1.57496e-13	1.8e-08	3.3e-08
   564	-1.85451e-13	1.8e-08	3.3e-08
   565	-4.54298e-14	1.8e-08	3.3e-08
   566	-1.39881e-13	1.8e-08	3.3e-08
   567	-1.16106e-13	1.8e-08	3.3e-08
   568	-5.68792e-14	1.8e-08	3.3e-08
   569	-1.56362e-13	1.8e-08	3.3e-08
   570	-1.0007e-13	1.8e-08	3.3e-08
   571	-7.1563e-14	1.8e-08	3.3e-08
   572	-6.4666e-14	1.8e-08	3.3e-08
   573	-1.61389e-13	1.8e-08	3.3e-08
   574	-9.34523e-14	1.8e-08	3.3e-08
   575	-1.76511e-13	1.8e-08	3.3e-08
   576	-1.16814e-13	1.8e-08	3.3e-08
   577	-1.05736e-13	1.8e-08	3.3e-08
   578	-1.94513e-13	1.8e-08	3.3e-08
   579	-8.24612e-14	1.8e-08	3.3e-08
   580	-6.82211e-14	1.8e-08	3.3e-08
   581	-5.634e-14	1.8e-08	3.3e-08
   582	-9.39242e-14	1.8e-08	3.3e-08
   583	-1.12758e-13	1.8e-08	3.3e-08
   584	-1.64692e-13	1.8e-08	3.3e-08
   585	-1.76466e-13	1.8e-08	3.3e-08
   586	-1.07101e-13	1.8e-08	3.3e-08
   587	-1.27599e-13	1.8e-08	3.3e-08
   588	-1.80064e-13	1.8e-08	3.3e-08
   589	-1.26549e-13	1.8e-08	3.3e-08
   590	-6.80023e-14	1.8e-08	3.3e-08
   591	-5.21169e-14	1.8e-08	3.3e-08
   592	-1.07362e-13	1.8e-08	3.3e-08
   593	-1.10921e-13	1.8e-08	3.3e-08
   594	-1.59052e-13	1.8e-08	3.3e-08
   595	-5.39064e-14	1.8e-08	3.3e-08
   596	-6.10664e-14	1.8e-08	3.3e-08
   597	-4.51212e-14	1.8e-08	3.3e-08
   598	-8.4837e-14	1.8e-08	3.3e-08
   599	-1.34608e-13	1.8e-08	3.3e-08
   600	-1.49653e-13	1.8e-08	3.3e-08
   601	-1.11901e-13	1.8e-08	3.3e-08
   602	-6.10212e-14	1.8e-08	3.3e-08
   603	-1.22978e-13	1.8e-08	3.3e-08
   604	-9.61979e-14	1.8e-08	3.3e-08
   605	-1.86775e-13	1.8e-08	3.3e-08
   606	-4.81741e-14	1.8e-08	3.3e-08
   607	-1.51428e-13	1.8e-08	3.3e-08
   608	-1.67216e-13	1.8e-08	3.3e-08
   609	-9.14239e-14	1.8e-08	3.3e-08
   610	-4.46445e-14	1.8e-08	3.3e-08
   611	-8.64157e-14	1.8e-08	3.3e-08
   612	-1.47015e-13	1.8e-08	3.3e-08
   613	-1.38011e-13	1.8e-08	3.3e-08
   614	-1.38985e-13	1.8e-08	3.3e-08
   615	-7.18271e-14	1.8e-08	3.3e-08
   616	-1.80464e-13	1.8e-08	3.3e-08
   617	-1.73122e-13	1.8e-08	3.3e-08
   618	-9.73657e-14	1.8e-08	3.3e-08
   619	-6.10967e-14	1.8e-08	3.3e-08
   620	-9.36898e-14	1.8e-08	3.3e-08
   621	-9.86131e-14	1.8e-08	3.3e-08
   622	-8.13504e-14	1.8e-08	3.3e-08
   623	-1.355e-13	1.8e-08	3.3e-08
   624	-1.71675e-13	1.8e-08	3.3e-08
   625	-9.60134e-14	1.8e-08	3.3e-08
   626	-1.05309e-13	1.8e-08	3.3e-08
   627	-1.22602e-13	1.8e-08	3.3e-08
   628	-5.22344e-14	1.8e-08	3.3e-08
   629	-1.44969e-13	1.8e-08	3.3e-08
   630	-4.65177e-14	1.8e-08	3.3e-08
   631	-6.29425e-14	1.8e-08	3.3e-08
   632	-1.40084e-13	1.8e-08	3.3e-08
   633	-1.19562e-13	1.8e-08	3.3e-08
   634	-8.84361e-14	1.8e-08	3.3e-08
   635	-1.24525e-13	1.8e-08	3.3e-08
   636	-4.60475e-14	1.8e-08	3.3e-08
   637	-1.44319e-13	1.8e-08	3.3e-08
   638	-1.79689e-13	1.8e-08	3.3e-08
   639	-8.11652e-14	1.8e-08	3.3e-08
   640	-6.66027e-14	1.8e-08	3.3e-08
   641	-1.19541e-13	1.8e-08	3.3e-08
   642	-1.70861e-13	1.8e-08	3.3e-08
   643	-1.33669e-13	1.8e-08	3.3e-08
   644	-1.09651e-13	1.8e-08	3.3e-08
   645	-1.80795e-13	1.8e-08	3.3e-08
   646	-1.79268e-13	1.8e-08	3.3e-08
   647	-1.35368e-13	1.8e-08	3.3e-08
   648	-6.96255e-14	1.8e-08	3.3e-08
   649	-1.52059e-13	1.8e-08	3.3e-08
   650	-1.81088e-13	1.8e-08	3.3e-08
   651	-6.67387e-14	1.8e-08	3.3e-08
   652	-1.59503e-13	1.8e-08	3.3e-08
   653	-4.95301e-14	1.8e-08	3.3e-08
   654	-9.01741e-14	1.8e-08	3.3e-08
   655	-4.09002e-14	1.8e-08	3.3e-08
   656	-7.60202e-14	1.8e-08	3.3e-08
   657	-7.35797e-14	1.8e-08	3.3e-08
   658	-6.58628e-14	1.8e-08	3.3e-08
   659	-9.95573e-14	1.8e-08	3.3e-08
   660	-4.31676e-14	1.8e-08	3.3e-08
   661	-7.60578e-14	1.8e-08	3.3e-08
   662	-9.25381e-14	1.8e-08	3.3e-08
   663	-1.26015e-13	1.8e-08	3.3e-08
   664	-2.19401e-13	1.8e-08	3.3e-08
   665	-6.82318e-14	1.8e-08	3.3e-08
   666	-9.22745e-14	1.8e-08	3.3e-08
   667	-5.707e-14	1.8e-08	3.3e-08
   668	-4.38306e-14	1.8e-08	3.3e-08
   669	-4.54848e-14	1.8e-08	3.3e-08
   670	-1.16039e-13	1.8e-08	3.3e-08
   671	-1.04148e-13	1.8e-08	3.3e-08
   672	-1.43735e-13	1.8e-08	3.3e-08
   673	-8.77418e-14	1.8e-08	3.3e-08
   674	-4.6626e-14	1.8e-08	3.3e-08
   675	-4.73885e-14	1.8e-08	3.3e-08
   676	-1.61183e-13	1.8e-08	3.3e-08
   677	-8.14042e-14	1.8e-08	3.3e-08
   678	-7.05207e-14	1.8e-08	3.3e-08
   679	-9.65366e-14	1.8e-08	3.3e-08
   680	-1.67766e-13	1.8e-08	3.3e-08
   681	-1.65423e-13	1.8e-08	3.3e-08
   682	-1.14853e-13	1.8e-08	3.3e-08
   683	-1.07777e-13	1.8e-08	3.3e-08
   684	-5.03539e-14	1.8e-08	3.3e-08
   685	-7.88831e-14	1.8e-08	3.3e-08
   686	-5.40904e-14	1.8e-08	3.3e-08
   687	-7.88192e-14	1.8e-08	3.3e-08
   688	-1.58833e-13	1.8e-08	3.3e-08
   689	-7.95487e-14	1.8e-08	3.3e-08
   690	-9.86368e-14	1.8e-08	3.3e-08
   691	-9.34957e-14	1.8e-08	3.3e-08
   692	-1.52681e-13	1.8e-08	3.3e-08
   693	-6.65894e-14	1.8e-08	3.3e-08
   694	-4.16353e-14	1.8e-08	3.3e-08
   695	-1.83394e-13	1.8e-08	3.3e-08
   696	-1.12649e-13	1.8e-08	3.3e-08
   697	-1.15147e-13	1.8e-08	3.3e-08
   698	-1.58625e-13	1.8e-08	3.3e-08
   699	-1.58457e-13	1.8e-08	3.3e-08
   700	-7.87527e-14	1.8e-08	3.3e-08
   701	-9.22753e-14	1.8e-08	3.3e-08
   702	-1.13504e-13	1.8e-08	3.3e-08
   703	-1.44057e-13	1.8e-08	3.3e-08
   704	-6.5958e-14	1.8e-08	3.3e-08
   705	-5.17095e-14	1.8e-08	3.3e-08
   706	-5.17058e-14	1.8e-08	3.3e-08
   707	-9.08082e-14	1.8e-08	3.3e-08
   708	-8.64851e-14	1.8e-08	3.3e-08
   709	-6.34766e-14	1.8e-08	3.3e-08
   710	-1.34021e-13	1.8e-08	3.3e-08
   711	-1.02596e-13	1.8e-08	3.3e-08
   712	-1.60435e-13	1.8e-08	3.3e-08
   713	-9.50187e-14	1.8e-08	3.3e-08
   714	-1.78298e-13	1.8e-08	3.3e-08
   715	-4.85004e-14	1.8e-08	3.3e-08
   716	-6.97205e-14	1.8e-08	3.3e-08
   717	-1.73088e-13	1.8e-08	3.3e-08
   718	-1.18399e-13	1.8e-08	3.3e-08
   719	-7.60479e-14	1.8e-08	3.3e-08
   720	-7.22848e-14	1.8e-08	3.3e-08
   721	-1.68184e-13	1.8e-08	3.3e-08
   722	-1.33963e-13	1.8e-08	3.3e-08
   723	-5.13949e-14	1.8e-08	3.3e-08
   724	-8.75516e-14	1.8e-08	3.3e-08
   725	-9.69203e-14	1.8e-08	3.3e-08
   726	-6.0062e-14	1.8e-08	3.3e-08
   727	-1.57637e-13	1.8e-08	3.3e-08
   728	-9.29726e-14	1.8e-08	3.3e-08
   729	-4.10264e-14	1.8e-08	3.3e-08
   730	-7.2204e-14	1.8e-08	3.3e-08
   731	-1.00804e-13	1.8e-08	3.3e-08
   732	-5.30357e-14	1.8e-08	3.3e-08
   733	-5.63992e-14	1.8e-08	3.3e-08
   734	-6.05899e-14	1.8e-08	3.3e-08
   735	-6.17151e-14	1.8e-08	3.3e-08
   736	-2.05786e-13	1.8e-08	3.3e-08
   737	-1.62804e-13	1.8e-08	3.3e-08
   738	-6.44789e-14	1.8e-08	3.3e-08
   739	-9.10812e-14	1.8e-08	3.3e-08
   740	-7.54636e-14	1.8e-08	3.3e-08
   741	-1.21425e-13	1.8e-08	3.3e-08
   742	-1.148e-13	1.8e-08	3.3e-08
   743	-9.80021e-14	1.8e-08	3.3e-08
   744	-6.21605e-14	1.8e-08	3.3e-08
   745	-1.22433e-13	1.8e-08	3.3e-08
   746	-9.58588e-14	1.8e-08	3.3e-08
   747	-8.62307e-14	1.8e-08	3.3e-08
   748	-7.00929e-14	1.8e-08	3.3e-08
   749	-1.65307e-13	1.8e-08	3.3e-08
   750	-1.9183e-13	1.8e-08	3.3e-08
   751	-1.54944e-13	1.8e-08	3.3e-08
   752	-2.04373e-13	1.8e-08	3.3e-08
   753	-5.96748e-14	1.8e-08	3.3e-08
   754	-1.06104e-13	1.8e-08	3.3e-08
   755	-9.05931e-14	1.8e-08	3.3e-08
   756	-1.79113e-13	1.8e-08	3.3e-08
   757	-1.06578e-13	1.8e-08	3.3e-08
   758	-1.01428e-13	1.8e-08	3.3e-08
   759	-4.44261e-14	1.8e-08	3.3e-08
   760	-1.26172e-13	1.8e-08	3.3e-08
   761	-2.34309e-13	1.8e-08	3.3e-08
   762	-2.12265e-13	1.8e-08	3.3e-08
   763	-1.77239e-13	1.8e-08	3.3e-08
   764	-6.5929e-14	1.8e-08	3.3e-08
   765	-8.51887e-14	1.8e-08	3.3e-08
   766	-6.6267e-14	1.8e-08	3.3e-08
   767	-6.23597e-14	1.8e-08	3.3e-08
   768	-1.01176e-13	1.8e-08	3.3e-08
   769	-4.86671e-14	1.8e-08	3.3e-08
   770	-5.91323e-14	1.8e-08	3.3e-08
   771	-2.15344e-13	1.8e-08	3.3e-08
   772	-1.62457e-13	1.8e-08	3.3e-08
   773	-1.71734e-13	1.8e-08	3.3e-08
   774	-7.51381e-14	1.8e-08	3.3e-08
   775	-5.0836e-14	1.8e-08	3.3e-08
   776	-1.64001e-13	1.8e-08	3.3e-08
   777	-1.48715e-13	1.8e-08	3.3e-08
   778	-1.23973e-13	1.8e-08	3.3e-08
   779	-7.91947e-14	1.8e-08	3.3e-08
   780	-6.85359e-14	1.8e-08	3.3e-08
   781	-1.01168e-13	1.8e-08	3.3e-08
   782	-5.50264e-14	1.8e-08	3.3e-08
   783	-6.78368e-14	1.8e-08	3.3e-08
   784	-1.4765e-13	1.8e-08	3.3e-08
   785	-1.16602e-13	1.8e-08	3.3e-08
   786	-8.93845e-14	1.8e-08	3.3e-08
   787	-3.2585e-13	1.8e-08	3.3e-08
   788	-8.9352e-14	1.8e-08	3.3e-08
   789	-1.09343e-13	1.8e-08	3.3e-08
   790	-1.09931e-13	1.8e-08	3.3e-08
   791	-7.65244e-14	1.8e-08	3.3e-08
   792	-7.23875e-14	1.8e-08	3.3e-08
   793	-7.11094e-14	1.8e-08	3.3e-08
   794	-1.3237e-13	1.8e-08	3.3e-08
   795	-1.71895e-13	1.8e-08	3.3e-08
   796	-1.40526e-13	1.8e-08	3.3e-08
   797	-9.94069e-14	1.8e-08	3.3e-08
   798	-5.1028e-14	1.8e-08	3.3e-08
   799	-1.58471e-13	1.8e-08	3.3e-08
   800	-8.05369e-14	1.8e-08	3.3e-08
   801	-1.73931e-13	1.8e-08	3.3e-08
   802	-1.17352e-13	1.8e-08	3.3e-08
   803	-9.59666e-14	1.8e-08	3.3e-08
   804	-1.03541e-13	1.8e-08	3.3e-08
   805	-7.28883e-14	1.8e-08	3.3e-08
   806	-1.15853e-13	1.8e-08	3.3e-08
   807	-6.25929e-14	1.8e-08	3.3e-08
   808	-1.7334e-13	1.8e-08	3.3e-08
   809	-7.46843e-14	1.8e-08	3.3e-08
   810	-4.31746e-14	1.8e-08	3.3e-08
   811	-1.26805e-13	1.8e-08	3.3e-08
   812	-6.84729e-14	1.8e-08	3.3e-08
   813	-5.7462e-14	1.8e-08	3.3e-08
   814	-1.90194e-13	1.8e-08	3.3e-08
   815	-1.21e-13	1.8e-08	3.3e-08
   816	-1.16192e-13	1.8e-08	3.3e-08
   817	-7.88832e-14	1.8e-08	3.3e-08
   818	-1.7012e-13	1.8e-08	3.3e-08
   819	-1.21431e-13	1.8e-08	3.3e-08
   820	-1.61002e-13	1.8e-08	3.3e-08
   821	-2.70475e-13	1.8e-08	3.3e-08
   822	-1.57526e-13	1.8e-08	3.3e-08
   823	-1.02839e-13	1.8e-08	3.3e-08
   824	-7.12725e-14	1.8e-08	3.3e-08
   825	-1.01206e-13	1.8e-08	3.3e-08
   826	-2.41946e-13	1.8e-08	3.3e-08
   827	-4.58709e-14	1.8e-08	3.3e-08
   828	-1.35138e-13	1.8e-08	3.3e-08
   829	-1.38794e-13	1.8e-08	3.3e-08
   830	-7.29967e-14	1.8e-08	3.3e-08
   831	-1.469e-13	1.8e-08	3.3e-08
   832	-7.29073e-14	1.8e-08	3.3e-08
   833	-1.37799e-13	1.8e-08	3.3e-08
   834	-1.54291e-13	1.8e-08	3.3e-08
   835	-5.31345e-14	1.8e-08	3.3e-08
   836	-1.5293e-13	1.8e-08	3.3e-08
   837	-5.34931e-14	1.8e-08	3.3e-08
   838	-1.35848e-13	1.8e-08	3.3e-08
   839	-1.57376e-13	1.8e-08	3.3e-08
   840	-7.32917e-14	1.8e-08	3.3e-08
   841	-5.95508e-14	1.8e-08	3.3e-08
   842	-4.6373e-14	1.8e-08	3.3e-08
   843	-6.34935e-14	1.8e-08	3.3e-08
   844	-5.02361e-14	1.8e-08	3.3e-08
   845	-1.88602e-13	1.8e-08	3.3e-08
   846	-1.44028e-13	1.8e-08	3.3e-08
   847	-1.46874e-13	1.8e-08	3.3e-08
   848	-1.27415e-13	1.8e-08	3.3e-08
   849	-1.02869e-13	1.8e-08	3.3e-08
   850	-8.38446e-14	1.8e-08	3.3e-08
   851	-5.412e-14	1.8e-08	3.3e-08
   852	-6.05707e-14	1.8e-08	3.3e-08
   853	-1.45723e-13	1.8e-08	3.3e-08
   854	-1.82168e-13	1.8e-08	3.3e-08
   855	-7.70524e-14	1.8e-08	3.3e-08
   856	-1.21887e-13	1.8e-08	3.3e-08
   857	-1.68465e-13	1.8e-08	3.3e-08
   858	-4.6881e-14	1.8e-08	3.3e-08
   859	-8.44415e-14	1.8e-08	3.3e-08
   860	-5.52168e-14	1.8e-08	3.3e-08
   861	-7.51216e-14	1.8e-08	3.3e-08
   862	-7.16091e-14	1.8e-08	3.3e-08
   863	-1.48307e-13	1.8e-08	3.3e-08
   864	-7.91212e-14	1.8e-08	3.3e-08
   865	-1.26713e-13	1.8e-08	3.3e-08
   866	-7.38794e-14	1.8e-08	3.3e-08
   867	-9.03121e-14	1.8e-08	3.3e-08
   868	-1.10202e-13	1.8e-08	3.3e-08
   869	-1.04002e-13	1.8e-08	3.3e-08
   870	-7.55179e-14	1.8e-08	3.3e-08
   871	-4.54843e-14	1.8e-08	3.3e-08
   872	-5.99635e-14	1.8e-08	3.3e-08
   873	-1.58284e-13	1.8e-08	3.3e-08
   874	-8.58203e-14	1.8e-08	3.3e-08
   875	-1.09719e-13	1.8e-08	3.3e-08
   876	-1.60444e-13	1.8e-08	3.3e-08
   877	-7.09009e-14	1.8e-08	3.3e-08
   878	-7.12055e-14	1.8e-08	3.3e-08
   879	-9.55309e-14	1.8e-08	3.3e-08
   880	-1.56429e-13	1.8e-08	3.3e-08
   881	-1.11308e-13	1.8e-08	3.3e-08
   882	-1.04878e-13	1.8e-08	3.3e-08
   883	-8.02687e-14	1.8e-08	3.3e-08
   884	-1.21352e-13	1.8e-08	3.3e-08
   885	-9.20887e-14	1.8e-08	3.3e-08
   886	-5.7945e-14	1.8e-08	3.3e-08
   887	-1.05316e-13	1.8e-08	3.3e-08
   888	-8.99319e-14	1.8e-08	3.3e-08
   889	-1.24211e-13	1.8e-08	3.3e-08
   890	-1.30064e-13	1.8e-08	3.3e-08
   891	-8.99748e-14	1.8e-08	3.3e-08
   892	-5.18426e-14	1.8e-08	3.3e-08
   893	-9.07193e-14	1.8e-08	3.3e-08
   894	-1.22023e-13	1.8e-08	3.3e-08
   895	-1.23945e-13	1.8e-08	3.3e-08
   896	-1.21411e-13	1.8e-08	3.3e-08
   897	-6.5109e-14	1.8e-08	3.3e-08
   898	-1.30325e-13	1.8e-08	3.3e-08
   899	-8.0531e-14	1.8e-08	3.3e-08
   900	-1.38816e-13	1.8e-08	3.3e-08
   901	-1.84752e-13	1.8e-08	3.3e-08
   902	-5.29756e-14	1.8e-08	3.3e-08
   903	-6.33122e-14	1.8e-08	3.3e-08
   904	-9.15593e-14	1.8e-08	3.3e-08
   905	-1.04592e-13	1.8e-08	3.3e-08
   906	-9.92492e-14	1.8e-08	3.3e-08
   907	-1.3009e-13	1.8e-08	3.3e-08
   908	-1.34275e-13	1.8e-08	3.3e-08
   909	-7.78687e-14	1.8e-08	3.3e-08
   910	-1.72447e-13	1.8e-08	3.3e-08
   911	-6.1405e-14	1.8e-08	3.3e-08
   912	-5.69482e-14	1.8e-08	3.3e-08
   913	-1.43739e-13	1.8e-08	3.3e-08
   914	-1.53254e-13	1.8e-08	3.3e-08
   915	-1.75393e-13	1.8e-08	3.3e-08
   916	-1.7583e-13	1.8e-08	3.3e-08
   917	-6.82888e-14	1.8e-08	3.3e-08
   918	-4.94408e-14	1.8e-08	3.3e-08
   919	-1.77402e-13	1.8e-08	3.3e-08
   920	-1.14805e-13	1.8e-08	3.3e-08
   921	-5.85762e-14	1.8e-08	3.3e-08
   922	-6.79969e-14	1.8e-08	3.3e-08
   923	-4.83219e-14	1.8e-08	3.3e-08
   924	-1.043e-13	1.8e-08	3.3e-08
   925	-9.27695e-14	1.8e-08	3.3e-08
   926	-1.78964e-13	1.8e-08	3.3e-08
   927	-5.24466e-14	1.8e-08	3.3e-08
   928	-5.01929e-14	1.8e-08	3.3e-08
   929	-8.68528e-14	1.8e-08	3.3e-08
   930	-9.82157e-14	1.8e-08	3.3e-08
   931	-8.48628e-14	1.8e-08	3.3e-08
   932	-1.02461e-13	1.8e-08	3.3e-08
   933	-1.11591e-13	1.8e-08	3.3e-08
   934	-5.37783e-14	1.8e-08	3.3e-08
   935	-1.84324e-13	1.8e-08	3.3e-08
   936	-5.78334e-14	1.8e-08	3.3e-08
   937	-1.16728e-13	1.8e-08	3.3e-08
   938	-1.56573e-13	1.8e-08	3.3e-08
   939	-7.56525e-14	1.8e-08	3.3e-08
   940	-9.02854e-14	1.8e-08	3.3e-08
   941	-1.01753e-13	1.8e-08	3.3e-08
   942	-5.62434e-14	1.8e-08	3.3e-08
   943	-4.59544e-14	1.8e-08	3.3e-08
   944	-1.32966e-13	1.8e-08	3.3e-08
   945	-7.1448e-14	1.8e-08	3.3e-08
   946	-1.42409e-13	1.8e-08	3.3e-08
   947	-8.52121e-14	1.8e-08	3.3e-08
   948	-7.74937e-14	1.8e-08	3.3e-08
   949	-7.59641e-14	1.8e-08	3.3e-08
   950	-7.35403e-14	1.8e-08	3.3e-08
   951	-5.99921e-14	1.8e-08	3.3e-08
   952	-6.27762e-14	1.8e-08	3.3e-08
   953	-1.09616e-13	1.8e-08	3.3e-08
   954	-9.13229e-14	1.8e-08	3.3e-08
   955	-2.10704e-13	1.8e-08	3.3e-08
   956	-1.06342e-13	1.8e-08	3.3e-08
   957	-1.22323e-13	1.8e-08	3.3e-08
   958	-1.09817e-13	1.8e-08	3.3e-08
   959	-1.83337e-13	1.8e-08	3.3e-08
   960	-1.45497e-13	1.8e-08	3.3e-08
   961	-1.04879e-13	1.8e-08	3.3e-08
   962	-7.10579e-14	1.8e-08	3.3e-08
   963	-1.07579e-13	1.8e-08	3.3e-08
   964	-1.35933e-13	1.8e-08	3.3e-08
   965	-1.6938e-13	1.8e-08	3.3e-08
   966	-7.98156e-14	1.8e-08	3.3e-08
   967	-4.1401e-14	1.8e-08	3.3e-08
   968	-6.40396e-14	1.8e-08	3.3e-08
   969	-5.23836e-14	1.8e-08	3.3e-08
   970	-1.82131e-13	1.8e-08	3.3e-08
   971	-4.47918e-14	1.8e-08	3.3e-08
   972	-7.86847e-14	1.8e-08	3.3e-08
   973	-1.65685e-13	1.8e-08	3.3e-08
   974	-1.13851e-13	1.8e-08	3.3e-08
   975	-1.53371e-13	1.8e-08	3.3e-08
   976	-8.93003e-14	1.8e-08	3.3e-08
   977	-1.05201e-13	1.8e-08	3.3e-08
   978	-1.54718e-13	1.8e-08	3.3e-08
   979	-1.83212e-13	1.8e-08	3.3e-08
   980	-1.28332e-13	1.8e-08	3.3e-08
   981	-1.74593e-13	1.8e-08	3.3e-08
   982	-7.40056e-14	1.8e-08	3.3e-08
   983	-7.66149e-14	1.8e-08	3.3e-08
   984	-8.45064e-14	1.8e-08	3.3e-08
   985	-6.42203e-14	1.8e-08	3.3e-08
   986	-1.29493e-13	1.8e-08	3.3e-08
   987	-4.21005e-14	1.8e-08	3.3e-08
   988	-2.7295e-13	1.8e-08	3.3e-08
   989	-8.0428e-14	1.8e-08	3.3e-08
   990	-5.28343e-14	1.8e-08	3.3e-08
   991	-1.91927e-13	1.8e-08	3.3e-08
   992	-1.22019e-13	1.8e-08	3.3e-08
   993	-5.41303e-14	1.8e-08	3.3e-08
   994	-6.82248e-14	1.8e-08	3.3e-08
   995	-9.61035e-14	1.8e-08	3.3e-08
   996	-8.82092e-14	1.8e-08	3.3e-08
   997	-9.75873e-14	1.8e-08	3.3e-08
   998	-4.89226e-14	1.8e-08	3.3e-08
   999	-6.6263e-14	1.8e-08	3.3e-08
  1000	-1.41927e-13	1.8e-08	3.3e-08
  1001	-1.1309e-13	1.8e-08	3.3e-08
  1002	-7.864e-14	1.8e-08	3.3e-08
  1003	-1.81404e-13	1.8e-08	3.3e-08
  1004	-5.33604e-14	1.8e-08	3.3e-08
  1005	-1.39109e-13	1.8e-08	3.3e-08
  1006	-1.37376e-13	1.8e-08	3.3e-08
  1007	-1.27548e-13	1.8e-08	3.3e-08
  1008	-9.00584e-14	1.8e-08	3.3e-08
  1009	-1.03579e-13	1.8e-08	3.3e-08
  1010	-1.29452e-13	1.8e-08	3.3e-08
  1011	-6.33597e-14	1.8e-08	3.3e-08
  1012	-4.19937e-14	1.8e-08	3.3e-08
  1013	-9.69678e-14	1.8e-08	3.3e-08
  1014	-1.22144e-13	1.8e-08	3.3e-08
  1015	-1.4109e-13	1.8e-08	3.3e-08
  1016	-1.81121e-13	1.8e-08	3.3e-08
  1017	-5.6708e-14	1.8e-08	3.3e-08
  1018	-9.34438e-14	1.8e-08	3.3e-08
  1019	-1.92177e-13	1.8e-08	3.3e-08
  1020	-1.77359e-13	1.8e-08	3.3e-08
  1021	-1.4054e-13	1.8e-08	3.3e-08
  1022	-6.37255e-14	1.8e-08	3.3e-08
  1023	-1.60316e-13	1.8e-08	3.3e-08
  1024	-1.22048e-13	1.8e-08	3.3e-08
  1025	-4.34034e-14	1.8e-08	3.3e-08
  1026	-7.22817e-14	1.8e-08	3.3e-08
  1027	-1.79022e-13	1.8e-08	3.3e-08
  1028	-1.33744e-13	1.8e-08	3.3e-08
  1029	-7.2523e-14	1.8e-08	3.3e-08
  1030	-1.93242e-13	1.8e-08	3.3e-08
  1031	-6.20124e-14	1.8e-08	3.3e-08
  1032	-1.56197e-13	1.8e-08	3.3e-08
  1033	-5.17369e-14	1.8e-08	3.3e-08
  1034	-1.12941e-13	1.8e-08	3.3e-08
  1035	-8.68686e-14	1.8e-08	3.3e-08
  1036	-4.00186e-14	1.8e-08	3.3e-08
  1037	-1.0413e-13	1.8e-08	3.3e-08
  1038	-4.72473e-14	1.8e-08	3.3e-08
  1039	-4.1732e-14	1.8e-08	3.3e-08
  1040	-1.12072e-13	1.8e-08	3.3e-08
  1041	-1.55693e-13	1.8e-08	3.3e-08
  1042	-1.06668e-13	1.8e-08	3.3e-08
  1043	-1.68892e-13	1.8e-08	3.3e-08
  1044	-9.28681e-14	1.8e-08	3.3e-08
  1045	-6.11727e-14	1.8e-08	3.3e-08
  1046	-1.40625e-13	1.8e-08	3.3e-08
  1047	-7.79203e-14	1.8e-08	3.3e-08
  1048	-5.142e-14	1.8e-08	3.3e-08
  1049	-1.80637e-13	1.8e-08	3.3e-08
  1050	-6.20084e-14	1.8e-08	3.3e-08
  1051	-1.10169e-13	1.8e-08	3.3e-08
  1052	-1.08952e-13	1.8e-08	3.3e-08
  1053	-1.57425e-13	1.8e-08	3.3e-08
  1054	-5.85794e-14	1.8e-08	3.3e-08
  1055	-9.29289e-14	1.8e-08	3.3e-08
  1056	-1.9039e-13	1.8e-08	3.3e-08
  1057	-1.50489e-13	1.8e-08	3.3e-08
  1058	-1.49293e-13	1.8e-08	3.3e-08
  1059	-1.45727e-13	1.8e-08	3.3e-08
  1060	-1.06388e-13	1.8e-08	3.3e-08
  1061	-9.75645e-14	1.8e-08	3.3e-08
  1062	-6.647e-14	1.8e-08	3.3e-08
  1063	-1.35295e-13	1.8e-08	3.3e-08
  1064	-8.81037e-14	1.8e-08	3.3e-08
  1065	-2.27814e-13	1.8e-08	3.3e-08
  1066	-6.20814e-14	1.8e-08	3.3e-08
  1067	-8.71754e-14	1.8e-08	3.3e-08
  1068	-1.81562e-13	1.8e-08	3.3e-08
  1069	-7.39285e-14	1.8e-08	3.3e-08
