Measurement: energia2
  step	INTEG(v(supply)*i(V1))	FROM	TO
   280	-1.51113e-13	1.8e-08	3.3e-08
   281	-1.01465e-13	1.8e-08	3.3e-08
   282	-1.20151e-13	1.8e-08	3.3e-08
   283	-9.69626e-14	1.8e-08	3.3e-08
   284	-9.62353e-14	1.8e-08	3.3e-08
   285	-4.18999e-14	1.8e-08	3.3e-08
   286	-9.80804e-14	1.8e-08	3.3e-08
   287	-5.54074e-14	1.8e-08	3.3e-08
   288	-1.26146e-13	1.8e-08	3.3e-08
   289	-1.24083e-13	1.8e-08	3.3e-08
   290	-1.76872e-13	1.8e-08	3.3e-08
   291	-1.21292e-13	1.8e-08	3.3e-08
   292	-1.00881e-13	1.8e-08	3.3e-08
   293	-1.51563e-13	1.8e-08	3.3e-08
   294	-6.98784e-14	1.8e-08	3.3e-08
   295	-7.6062e-14	1.8e-08	3.3e-08
   296	-5.81707e-14	1.8e-08	3.3e-08
   297	-5.72249e-14	1.8e-08	3.3e-08
   298	-6.10458e-14	1.8e-08	3.3e-08
   299	-1.07609e-13	1.8e-08	3.3e-08
   300	-7.15377e-14	1.8e-08	3.3e-08
   301	-9.52112e-14	1.8e-08	3.3e-08
   302	-9.11338e-14	1.8e-08	3.3e-08
   303	-1.56663e-13	1.8e-08	3.3e-08
   304	-1.61132e-13	1.8e-08	3.3e-08
   305	-1.74353e-13	1.8e-08	3.3e-08
   306	-8.96537e-14	1.8e-08	3.3e-08
   307	-9.93216e-14	1.8e-08	3.3e-08
   308	-6.81827e-14	1.8e-08	3.3e-08
   309	-1.1912e-13	1.8e-08	3.3e-08
   310	-1.6034e-13	1.8e-08	3.3e-08
   311	-4.29905e-14	1.8e-08	3.3e-08
   312	-7.99886e-14	1.8e-08	3.3e-08
   313	-1.51106e-13	1.8e-08	3.3e-08
   314	-8.51653e-14	1.8e-08	3.3e-08
   315	-4.77454e-14	1.8e-08	3.3e-08
   316	-6.66584e-14	1.8e-08	3.3e-08
   317	-1.30559e-13	1.8e-08	3.3e-08
   318	-4.64234e-14	1.8e-08	3.3e-08
   319	-2.19023e-13	1.8e-08	3.3e-08
   320	-8.28139e-14	1.8e-08	3.3e-08
   321	-7.94257e-14	1.8e-08	3.3e-08
   322	-1.08279e-13	1.8e-08	3.3e-08
   323	-1.10752e-13	1.8e-08	3.3e-08
   324	-9.80671e-14	1.8e-08	3.3e-08
   325	-1.96756e-13	1.8e-08	3.3e-08
   326	-1.62935e-13	1.8e-08	3.3e-08
   327	-1.04077e-13	1.8e-08	3.3e-08
   328	-6.52472e-14	1.8e-08	3.3e-08
   329	-1.48335e-13	1.8e-08	3.3e-08
   330	-1.77903e-13	1.8e-08	3.3e-08
   331	-7.42132e-14	1.8e-08	3.3e-08
   332	-1.53298e-13	1.8e-08	3.3e-08
   333	-1.13123e-13	1.8e-08	3.3e-08
   334	-1.45898e-13	1.8e-08	3.3e-08
   335	-2.09545e-13	1.8e-08	3.3e-08
   336	-9.38929e-14	1.8e-08	3.3e-08
   337	-1.79974e-13	1.8e-08	3.3e-08
   338	-9.02157e-14	1.8e-08	3.3e-08
   339	-6.11096e-14	1.8e-08	3.3e-08
   340	-5.16702e-14	1.8e-08	3.3e-08
   341	-1.44716e-13	1.8e-08	3.3e-08
   342	-4.9812e-14	1.8e-08	3.3e-08
   343	-1.27564e-13	1.8e-08	3.3e-08
   344	-7.20156e-14	1.8e-08	3.3e-08
   345	-1.58716e-13	1.8e-08	3.3e-08
   346	-1.5628e-13	1.8e-08	3.3e-08
   347	-1.12214e-13	1.8e-08	3.3e-08
   348	-5.81642e-14	1.8e-08	3.3e-08
   349	-9.10656e-14	1.8e-08	3.3e-08
   350	-8.57865e-14	1.8e-08	3.3e-08
   351	-1.0957e-13	1.8e-08	3.3e-08
   352	-1.97319e-13	1.8e-08	3.3e-08
   353	-1.75263e-13	1.8e-08	3.3e-08
   354	-7.83791e-14	1.8e-08	3.3e-08
   355	-4.55067e-14	1.8e-08	3.3e-08
   356	-1.30142e-13	1.8e-08	3.3e-08
   357	-1.23031e-13	1.8e-08	3.3e-08
   358	-1.4389e-13	1.8e-08	3.3e-08
   359	-1.09842e-13	1.8e-08	3.3e-08
   360	-1.06983e-13	1.8e-08	3.3e-08
   361	-4.92864e-14	1.8e-08	3.3e-08
   362	-6.12453e-14	1.8e-08	3.3e-08
   363	-1.60673e-13	1.8e-08	3.3e-08
   364	-5.80683e-14	1.8e-08	3.3e-08
   365	-1.75977e-13	1.8e-08	3.3e-08
   366	-8.18785e-14	1.8e-08	3.3e-08
   367	-1.81297e-13	1.8e-08	3.3e-08
   368	-4.96913e-14	1.8e-08	3.3e-08
   369	-1.12049e-13	1.8e-08	3.3e-08
   370	-1.22217e-13	1.8e-08	3.3e-08
   371	-7.84386e-14	1.8e-08	3.3e-08
   372	-1.57836e-13	1.8e-08	3.3e-08
   373	-1.05076e-13	1.8e-08	3.3e-08
   374	-8.33004e-14	1.8e-08	3.3e-08
   375	-7.3511e-14	1.8e-08	3.3e-08
   376	-8.81017e-14	1.8e-08	3.3e-08
   377	-5.10381e-14	1.8e-08	3.3e-08
   378	-9.56572e-14	1.8e-08	3.3e-08
   379	-1.18546e-13	1.8e-08	3.3e-08
   380	-1.00899e-13	1.8e-08	3.3e-08
   381	-9.58575e-14	1.8e-08	3.3e-08
   382	-1.64447e-13	1.8e-08	3.3e-08
   383	-1.64093e-13	1.8e-08	3.3e-08
   384	-9.01208e-14	1.8e-08	3.3e-08
   385	-1.52718e-13	1.8e-08	3.3e-08
   386	-1.58533e-13	1.8e-08	3.3e-08
   387	-1.55142e-13	1.8e-08	3.3e-08
   388	-4.87074e-14	1.8e-08	3.3e-08
   389	-1.79607e-13	1.8e-08	3.3e-08
   390	-7.08612e-14	1.8e-08	3.3e-08
   391	-5.46923e-14	1.8e-08	3.3e-08
   392	-1.80373e-13	1.8e-08	3.3e-08
   393	-5.75971e-14	1.8e-08	3.3e-08
   394	-7.52966e-14	1.8e-08	3.3e-08
   395	-1.55264e-13	1.8e-08	3.3e-08
   396	-4.0216e-14	1.8e-08	3.3e-08
   397	-1.55594e-13	1.8e-08	3.3e-08
   398	-1.67528e-13	1.8e-08	3.3e-08
   399	-4.54749e-14	1.8e-08	3.3e-08
   400	-9.71716e-14	1.8e-08	3.3e-08
   401	-4.27826e-14	1.8e-08	3.3e-08
   402	-1.45707e-13	1.8e-08	3.3e-08
   403	-1.23599e-13	1.8e-08	3.3e-08
   404	-6.78239e-14	1.8e-08	3.3e-08
   405	-1.77592e-13	1.8e-08	3.3e-08
   406	-5.60017e-14	1.8e-08	3.3e-08
   407	-1.7493e-13	1.8e-08	3.3e-08
   408	-1.3042e-13	1.8e-08	3.3e-08
   409	-1.59369e-13	1.8e-08	3.3e-08
   410	-1.92782e-13	1.8e-08	3.3e-08
   411	-1.77303e-13	1.8e-08	3.3e-08
   412	-1.62406e-13	1.8e-08	3.3e-08
   413	-6.70228e-14	1.8e-08	3.3e-08
   414	-1.48419e-13	1.8e-08	3.3e-08
   415	-1.02208e-13	1.8e-08	3.3e-08
   416	-1.69364e-13	1.8e-08	3.3e-08
   417	-5.84406e-14	1.8e-08	3.3e-08
   418	-6.36494e-14	1.8e-08	3.3e-08
   419	-1.19195e-13	1.8e-08	3.3e-08
   420	-1.3707e-13	1.8e-08	3.3e-08
   421	-5.47129e-14	1.8e-08	3.3e-08
   422	-6.7739e-14	1.8e-08	3.3e-08
   423	-4.08503e-14	1.8e-08	3.3e-08
   424	-1.07028e-13	1.8e-08	3.3e-08
   425	-6.72529e-14	1.8e-08	3.3e-08
   426	-7.25369e-14	1.8e-08	3.3e-08
   427	-1.88313e-13	1.8e-08	3.3e-08
   428	-1.27632e-13	1.8e-08	3.3e-08
   429	-1.07785e-13	1.8e-08	3.3e-08
   430	-1.50553e-13	1.8e-08	3.3e-08
   431	-1.75079e-13	1.8e-08	3.3e-08
   432	-1.67119e-13	1.8e-08	3.3e-08
   433	-1.31665e-13	1.8e-08	3.3e-08
   434	-6.96564e-14	1.8e-08	3.3e-08
   435	-1.59497e-13	1.8e-08	3.3e-08
   436	-9.06443e-14	1.8e-08	3.3e-08
   437	-1.04312e-13	1.8e-08	3.3e-08
   438	-3.8871e-14	1.8e-08	3.3e-08
   439	-6.45367e-14	1.8e-08	3.3e-08
   440	-5.4252e-14	1.8e-08	3.3e-08
   441	-7.16056e-14	1.8e-08	3.3e-08
   442	-1.49959e-13	1.8e-08	3.3e-08
   443	-8.74139e-14	1.8e-08	3.3e-08
   444	-1.12966e-13	1.8e-08	3.3e-08
   445	-1.68072e-13	1.8e-08	3.3e-08
   446	-2.32267e-13	1.8e-08	3.3e-08
   447	-7.20865e-14	1.8e-08	3.3e-08
   448	-7.05944e-14	1.8e-08	3.3e-08
   449	-7.81318e-14	1.8e-08	3.3e-08
   450	-9.5207e-14	1.8e-08	3.3e-08
   451	-5.12833e-14	1.8e-08	3.3e-08
   452	-1.33178e-13	1.8e-08	3.3e-08
   453	-1.18058e-13	1.8e-08	3.3e-08
   454	-1.50922e-13	1.8e-08	3.3e-08
   455	-1.78043e-13	1.8e-08	3.3e-08
   456	-8.72936e-14	1.8e-08	3.3e-08
   457	-1.33957e-13	1.8e-08	3.3e-08
   458	-1.44815e-13	1.8e-08	3.3e-08
   459	-5.79992e-14	1.8e-08	3.3e-08
   460	-5.78833e-14	1.8e-08	3.3e-08
   461	-6.57541e-14	1.8e-08	3.3e-08
   462	-1.42574e-13	1.8e-08	3.3e-08
   463	-7.00382e-14	1.8e-08	3.3e-08
   464	-7.91776e-14	1.8e-08	3.3e-08
   465	-1.20923e-13	1.8e-08	3.3e-08
   466	-1.28387e-13	1.8e-08	3.3e-08
   467	-1.29494e-13	1.8e-08	3.3e-08
   468	-8.13792e-14	1.8e-08	3.3e-08
   469	-1.09221e-13	1.8e-08	3.3e-08
   470	-7.85345e-14	1.8e-08	3.3e-08
   471	-4.42499e-14	1.8e-08	3.3e-08
   472	-1.50788e-13	1.8e-08	3.3e-08
   473	-1.00075e-13	1.8e-08	3.3e-08
   474	-5.35925e-14	1.8e-08	3.3e-08
   475	-1.27575e-13	1.8e-08	3.3e-08
   476	-1.04075e-13	1.8e-08	3.3e-08
   477	-1.44882e-13	1.8e-08	3.3e-08
   478	-1.46502e-13	1.8e-08	3.3e-08
   479	-1.8722e-13	1.8e-08	3.3e-08
   480	-1.17149e-13	1.8e-08	3.3e-08
   481	-9.41007e-14	1.8e-08	3.3e-08
   482	-1.58354e-13	1.8e-08	3.3e-08
   483	-6.84352e-14	1.8e-08	3.3e-08
   484	-1.62148e-13	1.8e-08	3.3e-08
   485	-1.18548e-13	1.8e-08	3.3e-08
   486	-1.50837e-13	1.8e-08	3.3e-08
   487	-1.37713e-13	1.8e-08	3.3e-08
   488	-8.49098e-14	1.8e-08	3.3e-08
   489	-1.38773e-13	1.8e-08	3.3e-08
   490	-8.38884e-14	1.8e-08	3.3e-08
   491	-2.80546e-13	1.8e-08	3.3e-08
   492	-8.37801e-14	1.8e-08	3.3e-08
   493	-5.89262e-14	1.8e-08	3.3e-08
   494	-1.59328e-13	1.8e-08	3.3e-08
   495	-1.7882e-13	1.8e-08	3.3e-08
   496	-1.14172e-13	1.8e-08	3.3e-08
   497	-5.82735e-14	1.8e-08	3.3e-08
   498	-1.35073e-13	1.8e-08	3.3e-08
   499	-1.8426e-13	1.8e-08	3.3e-08
   500	-4.74982e-14	1.8e-08	3.3e-08
   501	-4.47205e-14	1.8e-08	3.3e-08
   502	-1.79841e-13	1.8e-08	3.3e-08
   503	-1.76589e-13	1.8e-08	3.3e-08
   504	-1.25479e-13	1.8e-08	3.3e-08
   505	-5.75978e-14	1.8e-08	3.3e-08
   506	-1.61618e-13	1.8e-08	3.3e-08
   507	-1.04833e-13	1.8e-08	3.3e-08
   508	-1.53668e-13	1.8e-08	3.3e-08
   509	-1.80913e-13	1.8e-08	3.3e-08
   510	-1.52259e-13	1.8e-08	3.3e-08
   511	-6.74577e-14	1.8e-08	3.3e-08
   512	-1.78315e-13	1.8e-08	3.3e-08
   513	-1.56936e-13	1.8e-08	3.3e-08
   514	-1.35562e-13	1.8e-08	3.3e-08
   515	-1.2721e-13	1.8e-08	3.3e-08
   516	-8.28995e-14	1.8e-08	3.3e-08
   517	-7.30485e-14	1.8e-08	3.3e-08
   518	-9.91114e-14	1.8e-08	3.3e-08
   519	-4.30806e-14	1.8e-08	3.3e-08
   520	-1.27269e-13	1.8e-08	3.3e-08
   521	-1.25609e-13	1.8e-08	3.3e-08
   522	-1.00876e-13	1.8e-08	3.3e-08
   523	-7.93922e-14	1.8e-08	3.3e-08
   524	-9.05983e-14	1.8e-08	3.3e-08
   525	-1.499e-13	1.8e-08	3.3e-08
   526	-4.25251e-14	1.8e-08	3.3e-08
   527	-1.22796e-13	1.8e-08	3.3e-08
   528	-1.6641e-13	1.8e-08	3.3e-08
   529	-1.36429e-13	1.8e-08	3.3e-08
   530	-7.94516e-14	1.8e-08	3.3e-08
   531	-8.33588e-14	1.8e-08	3.3e-08
   532	-1.21387e-13	1.8e-08	3.3e-08
   533	-1.00478e-13	1.8e-08	3.3e-08
   534	-1.38415e-13	1.8e-08	3.3e-08
   535	-1.61839e-13	1.8e-08	3.3e-08
