Measurement: energia2
  step	INTEG(v(supply)*i(V1))	FROM	TO
  1057	-1.82725e-13	1.8e-08	3.3e-08
  1058	-1.89524e-13	1.8e-08	3.3e-08
  1059	-1.8625e-13	1.8e-08	3.3e-08
  1060	-1.38482e-13	1.8e-08	3.3e-08
  1061	-1.31595e-13	1.8e-08	3.3e-08
  1062	-9.70099e-14	1.8e-08	3.3e-08
  1063	-1.74713e-13	1.8e-08	3.3e-08
  1064	-1.22115e-13	1.8e-08	3.3e-08
  1065	-2.52208e-13	1.8e-08	3.3e-08
  1066	-9.12079e-14	1.8e-08	3.3e-08
  1067	-1.1935e-13	1.8e-08	3.3e-08
  1068	-2.23786e-13	1.8e-08	3.3e-08
  1069	-1.01447e-13	1.8e-08	3.3e-08
  1070	-7.37529e-14	1.8e-08	3.3e-08
  1071	-1.40105e-13	1.8e-08	3.3e-08
  1072	-7.61833e-14	1.8e-08	3.3e-08
  1073	-1.26023e-13	1.8e-08	3.3e-08
  1074	-8.60543e-14	1.8e-08	3.3e-08
  1075	-1.97434e-13	1.8e-08	3.3e-08
  1076	-2.2434e-13	1.8e-08	3.3e-08
  1077	-9.10562e-14	1.8e-08	3.3e-08
  1078	-9.81683e-14	1.8e-08	3.3e-08
  1079	-7.13396e-14	1.8e-08	3.3e-08
  1080	-1.42687e-13	1.8e-08	3.3e-08
  1081	-1.84542e-13	1.8e-08	3.3e-08
  1082	-1.76664e-13	1.8e-08	3.3e-08
  1083	-1.46523e-13	1.8e-08	3.3e-08
  1084	-1.55307e-13	1.8e-08	3.3e-08
  1085	-1.05198e-13	1.8e-08	3.3e-08
  1086	-1.40723e-13	1.8e-08	3.3e-08
  1087	-1.1563e-13	1.8e-08	3.3e-08
  1088	-1.48003e-13	1.8e-08	3.3e-08
  1089	-1.57568e-13	1.8e-08	3.3e-08
  1090	-9.56643e-14	1.8e-08	3.3e-08
  1091	-1.75729e-13	1.8e-08	3.3e-08
  1092	-2.2808e-13	1.8e-08	3.3e-08
  1093	-7.91195e-14	1.8e-08	3.3e-08
  1094	-1.727e-13	1.8e-08	3.3e-08
  1095	-1.76764e-13	1.8e-08	3.3e-08
  1096	-1.27993e-13	1.8e-08	3.3e-08
  1097	-1.20907e-13	1.8e-08	3.3e-08
  1098	-1.49115e-13	1.8e-08	3.3e-08
  1099	-1.83696e-13	1.8e-08	3.3e-08
  1100	-6.79866e-14	1.8e-08	3.3e-08
  1101	-1.33905e-13	1.8e-08	3.3e-08
  1102	-1.04468e-13	1.8e-08	3.3e-08
  1103	-1.85088e-13	1.8e-08	3.3e-08
  1104	-1.94825e-13	1.8e-08	3.3e-08
  1105	-1.86799e-13	1.8e-08	3.3e-08
  1106	-8.42732e-14	1.8e-08	3.3e-08
  1107	-1.7091e-13	1.8e-08	3.3e-08
  1108	-1.51078e-13	1.8e-08	3.3e-08
  1109	-2.19866e-13	1.8e-08	3.3e-08
  1110	-1.36422e-13	1.8e-08	3.3e-08
  1111	-1.27402e-13	1.8e-08	3.3e-08
  1112	-1.61631e-13	1.8e-08	3.3e-08
  1113	-1.74072e-13	1.8e-08	3.3e-08
  1114	-9.30023e-14	1.8e-08	3.3e-08
  1115	-1.72787e-13	1.8e-08	3.3e-08
  1116	-1.0878e-13	1.8e-08	3.3e-08
  1117	-9.93829e-14	1.8e-08	3.3e-08
  1118	-2.12817e-13	1.8e-08	3.3e-08
  1119	-1.37382e-13	1.8e-08	3.3e-08
  1120	-1.16108e-13	1.8e-08	3.3e-08
  1121	-1.86656e-13	1.8e-08	3.3e-08
  1122	-9.73165e-14	1.8e-08	3.3e-08
  1123	-1.31986e-13	1.8e-08	3.3e-08
  1124	-2.28092e-13	1.8e-08	3.3e-08
  1125	-1.33743e-13	1.8e-08	3.3e-08
  1126	-1.95857e-13	1.8e-08	3.3e-08
  1127	-1.82191e-13	1.8e-08	3.3e-08
  1128	-7.80128e-14	1.8e-08	3.3e-08
  1129	-1.92398e-13	1.8e-08	3.3e-08
  1130	-1.11057e-13	1.8e-08	3.3e-08
  1131	-8.57661e-14	1.8e-08	3.3e-08
  1132	-8.32215e-14	1.8e-08	3.3e-08
  1133	-1.10264e-13	1.8e-08	3.3e-08
  1134	-8.48992e-14	1.8e-08	3.3e-08
  1135	-1.34258e-13	1.8e-08	3.3e-08
  1136	-1.86685e-13	1.8e-08	3.3e-08
  1137	-7.39264e-14	1.8e-08	3.3e-08
  1138	-1.58876e-13	1.8e-08	3.3e-08
  1139	-9.60343e-14	1.8e-08	3.3e-08
  1140	-1.02234e-13	1.8e-08	3.3e-08
  1141	-1.61793e-13	1.8e-08	3.3e-08
  1142	-8.62347e-14	1.8e-08	3.3e-08
  1143	-1.27163e-13	1.8e-08	3.3e-08
  1144	-9.87794e-14	1.8e-08	3.3e-08
  1145	-1.15329e-13	1.8e-08	3.3e-08
  1146	-1.09245e-13	1.8e-08	3.3e-08
  1147	-1.72659e-13	1.8e-08	3.3e-08
  1148	-1.50692e-13	1.8e-08	3.3e-08
  1149	-2.0695e-13	1.8e-08	3.3e-08
  1150	-2.27231e-13	1.8e-08	3.3e-08
  1151	-1.69386e-13	1.8e-08	3.3e-08
  1152	-1.38645e-13	1.8e-08	3.3e-08
  1153	-1.411e-13	1.8e-08	3.3e-08
  1154	-8.16582e-14	1.8e-08	3.3e-08
  1155	-2.81639e-13	1.8e-08	3.3e-08
  1156	-1.49259e-13	1.8e-08	3.3e-08
  1157	-2.16037e-13	1.8e-08	3.3e-08
  1158	-2.15159e-13	1.8e-08	3.3e-08
  1159	-1.96246e-13	1.8e-08	3.3e-08
  1160	-1.09236e-13	1.8e-08	3.3e-08
  1161	-1.08812e-13	1.8e-08	3.3e-08
  1162	-2.09836e-13	1.8e-08	3.3e-08
  1163	-1.13389e-13	1.8e-08	3.3e-08
  1164	-1.17157e-13	1.8e-08	3.3e-08
  1165	-2.0879e-13	1.8e-08	3.3e-08
  1166	-1.06891e-13	1.8e-08	3.3e-08
  1167	-1.7304e-13	1.8e-08	3.3e-08
  1168	-8.25758e-14	1.8e-08	3.3e-08
  1169	-1.50997e-13	1.8e-08	3.3e-08
  1170	-1.34372e-13	1.8e-08	3.3e-08
  1171	-1.21089e-13	1.8e-08	3.3e-08
  1172	-7.78636e-14	1.8e-08	3.3e-08
  1173	-1.29886e-13	1.8e-08	3.3e-08
  1174	-1.76092e-13	1.8e-08	3.3e-08
  1175	-1.7043e-13	1.8e-08	3.3e-08
  1176	-1.27082e-13	1.8e-08	3.3e-08
  1177	-1.68226e-13	1.8e-08	3.3e-08
  1178	-1.4415e-13	1.8e-08	3.3e-08
  1179	-1.46548e-13	1.8e-08	3.3e-08
  1180	-1.47307e-13	1.8e-08	3.3e-08
  1181	-1.48477e-13	1.8e-08	3.3e-08
  1182	-1.8148e-13	1.8e-08	3.3e-08
  1183	-1.44057e-13	1.8e-08	3.3e-08
  1184	-7.01944e-14	1.8e-08	3.3e-08
  1185	-8.566e-14	1.8e-08	3.3e-08
  1186	-1.48929e-13	1.8e-08	3.3e-08
  1187	-1.6664e-13	1.8e-08	3.3e-08
  1188	-1.92209e-13	1.8e-08	3.3e-08
  1189	-1.749e-13	1.8e-08	3.3e-08
  1190	-1.94734e-13	1.8e-08	3.3e-08
  1191	-1.41389e-13	1.8e-08	3.3e-08
  1192	-2.68335e-13	1.8e-08	3.3e-08
  1193	-1.15059e-13	1.8e-08	3.3e-08
  1194	-2.91699e-13	1.8e-08	3.3e-08
  1195	-8.49402e-14	1.8e-08	3.3e-08
  1196	-1.76885e-13	1.8e-08	3.3e-08
  1197	-2.10938e-13	1.8e-08	3.3e-08
  1198	-1.13979e-13	1.8e-08	3.3e-08
  1199	-2.2488e-13	1.8e-08	3.3e-08
  1200	-1.82902e-13	1.8e-08	3.3e-08
  1201	-1.70711e-13	1.8e-08	3.3e-08
  1202	-8.09055e-14	1.8e-08	3.3e-08
  1203	-1.98784e-13	1.8e-08	3.3e-08
  1204	-2.10793e-13	1.8e-08	3.3e-08
  1205	-1.84625e-13	1.8e-08	3.3e-08
  1206	-1.74456e-13	1.8e-08	3.3e-08
  1207	-6.79136e-14	1.8e-08	3.3e-08
  1208	-1.04323e-13	1.8e-08	3.3e-08
  1209	-7.14771e-14	1.8e-08	3.3e-08
  1210	-1.28132e-13	1.8e-08	3.3e-08
  1211	-1.87437e-13	1.8e-08	3.3e-08
  1212	-8.54676e-14	1.8e-08	3.3e-08
  1213	-1.42828e-13	1.8e-08	3.3e-08
  1214	-7.93841e-14	1.8e-08	3.3e-08
  1215	-2.15237e-13	1.8e-08	3.3e-08
  1216	-1.86874e-13	1.8e-08	3.3e-08
  1217	-2.09809e-13	1.8e-08	3.3e-08
  1218	-2.22871e-13	1.8e-08	3.3e-08
  1219	-1.5588e-13	1.8e-08	3.3e-08
  1220	-1.78122e-13	1.8e-08	3.3e-08
  1221	-8.57101e-14	1.8e-08	3.3e-08
  1222	-1.73599e-13	1.8e-08	3.3e-08
  1223	-1.46313e-13	1.8e-08	3.3e-08
  1224	-1.02784e-13	1.8e-08	3.3e-08
  1225	-2.29315e-13	1.8e-08	3.3e-08
  1226	-2.25405e-13	1.8e-08	3.3e-08
  1227	-9.41714e-14	1.8e-08	3.3e-08
  1228	-9.13722e-14	1.8e-08	3.3e-08
  1229	-2.5585e-13	1.8e-08	3.3e-08
  1230	-1.52742e-13	1.8e-08	3.3e-08
  1231	-8.65484e-14	1.8e-08	3.3e-08
  1232	-1.49591e-13	1.8e-08	3.3e-08
  1233	-1.3041e-13	1.8e-08	3.3e-08
  1234	-7.33769e-14	1.8e-08	3.3e-08
  1235	-1.00157e-13	1.8e-08	3.3e-08
  1236	-7.45708e-14	1.8e-08	3.3e-08
  1237	-1.92177e-13	1.8e-08	3.3e-08
  1238	-1.40973e-13	1.8e-08	3.3e-08
  1239	-9.19642e-14	1.8e-08	3.3e-08
  1240	-1.57217e-13	1.8e-08	3.3e-08
  1241	-1.84423e-13	1.8e-08	3.3e-08
  1242	-1.30585e-13	1.8e-08	3.3e-08
  1243	-9.84705e-14	1.8e-08	3.3e-08
  1244	-9.39549e-14	1.8e-08	3.3e-08
  1245	-7.70919e-14	1.8e-08	3.3e-08
  1246	-1.5126e-13	1.8e-08	3.3e-08
  1247	-1.43268e-13	1.8e-08	3.3e-08
  1248	-2.14068e-13	1.8e-08	3.3e-08
  1249	-7.22063e-14	1.8e-08	3.3e-08
  1250	-2.25916e-13	1.8e-08	3.3e-08
  1251	-1.29354e-13	1.8e-08	3.3e-08
  1252	-9.04821e-14	1.8e-08	3.3e-08
  1253	-1.23384e-13	1.8e-08	3.3e-08
  1254	-1.1671e-13	1.8e-08	3.3e-08
  1255	-2.19572e-13	1.8e-08	3.3e-08
  1256	-8.75546e-14	1.8e-08	3.3e-08
  1257	-1.46952e-13	1.8e-08	3.3e-08
  1258	-8.39835e-14	1.8e-08	3.3e-08
  1259	-1.29542e-13	1.8e-08	3.3e-08
  1260	-2.09201e-13	1.8e-08	3.3e-08
  1261	-1.9922e-13	1.8e-08	3.3e-08
  1262	-1.51952e-13	1.8e-08	3.3e-08
  1263	-2.10564e-13	1.8e-08	3.3e-08
  1264	-2.7878e-13	1.8e-08	3.3e-08
  1265	-9.1198e-14	1.8e-08	3.3e-08
  1266	-1.89606e-13	1.8e-08	3.3e-08
  1267	-1.27881e-13	1.8e-08	3.3e-08
  1268	-9.49543e-14	1.8e-08	3.3e-08
  1269	-2.05699e-13	1.8e-08	3.3e-08
  1270	-2.0834e-13	1.8e-08	3.3e-08
  1271	-1.93715e-13	1.8e-08	3.3e-08
  1272	-1.29806e-13	1.8e-08	3.3e-08
  1273	-7.37279e-14	1.8e-08	3.3e-08
  1274	-9.07761e-14	1.8e-08	3.3e-08
  1275	-1.58619e-13	1.8e-08	3.3e-08
  1276	-8.16989e-14	1.8e-08	3.3e-08
  1277	-1.21928e-13	1.8e-08	3.3e-08
  1278	-1.49877e-13	1.8e-08	3.3e-08
  1279	-1.01855e-13	1.8e-08	3.3e-08
  1280	-1.15298e-13	1.8e-08	3.3e-08
  1281	-1.96526e-13	1.8e-08	3.3e-08
  1282	-6.9379e-14	1.8e-08	3.3e-08
  1283	-2.19894e-13	1.8e-08	3.3e-08
  1284	-1.10458e-13	1.8e-08	3.3e-08
  1285	-1.8095e-13	1.8e-08	3.3e-08
  1286	-9.22292e-14	1.8e-08	3.3e-08
  1287	-8.66826e-14	1.8e-08	3.3e-08
  1288	-1.68922e-13	1.8e-08	3.3e-08
  1289	-1.23901e-13	1.8e-08	3.3e-08
  1290	-1.23827e-13	1.8e-08	3.3e-08
  1291	-1.5696e-13	1.8e-08	3.3e-08
  1292	-1.77608e-13	1.8e-08	3.3e-08
  1293	-1.54419e-13	1.8e-08	3.3e-08
  1294	-2.16961e-13	1.8e-08	3.3e-08
  1295	-8.49618e-14	1.8e-08	3.3e-08
  1296	-1.40958e-13	1.8e-08	3.3e-08
  1297	-1.08976e-13	1.8e-08	3.3e-08
  1298	-1.84559e-13	1.8e-08	3.3e-08
  1299	-8.95027e-14	1.8e-08	3.3e-08
  1300	-1.46841e-13	1.8e-08	3.3e-08
  1301	-9.07466e-14	1.8e-08	3.3e-08
  1302	-8.36287e-14	1.8e-08	3.3e-08
  1303	-2.13962e-13	1.8e-08	3.3e-08
  1304	-7.00663e-14	1.8e-08	3.3e-08
  1305	-9.10976e-14	1.8e-08	3.3e-08
  1306	-8.84778e-14	1.8e-08	3.3e-08
  1307	-1.97752e-13	1.8e-08	3.3e-08
  1308	-1.74101e-13	1.8e-08	3.3e-08
  1309	-1.91114e-13	1.8e-08	3.3e-08
  1310	-1.58747e-13	1.8e-08	3.3e-08
  1311	-1.67615e-13	1.8e-08	3.3e-08
  1312	-8.57189e-14	1.8e-08	3.3e-08
  1313	-1.3748e-13	1.8e-08	3.3e-08
  1314	-1.58695e-13	1.8e-08	3.3e-08
  1315	-2.38848e-13	1.8e-08	3.3e-08
  1316	-1.07096e-13	1.8e-08	3.3e-08
  1317	-1.3567e-13	1.8e-08	3.3e-08
  1318	-1.75267e-13	1.8e-08	3.3e-08
  1319	-1.00265e-13	1.8e-08	3.3e-08
  1320	-1.75693e-13	1.8e-08	3.3e-08
  1321	-2.07199e-13	1.8e-08	3.3e-08
  1322	-8.74626e-14	1.8e-08	3.3e-08
  1323	-1.20167e-13	1.8e-08	3.3e-08
  1324	-1.68356e-13	1.8e-08	3.3e-08
  1325	-1.76282e-13	1.8e-08	3.3e-08
  1326	-7.91436e-14	1.8e-08	3.3e-08
  1327	-1.46814e-13	1.8e-08	3.3e-08
  1328	-1.35028e-13	1.8e-08	3.3e-08
  1329	-2.21243e-13	1.8e-08	3.3e-08
  1330	-1.71105e-13	1.8e-08	3.3e-08
  1331	-1.20371e-13	1.8e-08	3.3e-08
  1332	-9.00642e-14	1.8e-08	3.3e-08
  1333	-2.19332e-13	1.8e-08	3.3e-08
  1334	-1.77516e-13	1.8e-08	3.3e-08
  1335	-7.57886e-14	1.8e-08	3.3e-08
  1336	-1.04601e-13	1.8e-08	3.3e-08
  1337	-1.36542e-13	1.8e-08	3.3e-08
  1338	-2.51116e-13	1.8e-08	3.3e-08
  1339	-1.52893e-13	1.8e-08	3.3e-08
  1340	-2.04002e-13	1.8e-08	3.3e-08
  1341	-1.41519e-13	1.8e-08	3.3e-08
  1342	-1.10723e-13	1.8e-08	3.3e-08
  1343	-1.72802e-13	1.8e-08	3.3e-08
  1344	-1.09345e-13	1.8e-08	3.3e-08
  1345	-1.18034e-13	1.8e-08	3.3e-08
  1346	-1.17544e-13	1.8e-08	3.3e-08
  1347	-9.86353e-14	1.8e-08	3.3e-08
  1348	-1.98126e-13	1.8e-08	3.3e-08
  1349	-2.27723e-13	1.8e-08	3.3e-08
  1350	-1.20342e-13	1.8e-08	3.3e-08
  1351	-1.81002e-13	1.8e-08	3.3e-08
  1352	-1.2874e-13	1.8e-08	3.3e-08
  1353	-1.95244e-13	1.8e-08	3.3e-08
  1354	-2.08234e-13	1.8e-08	3.3e-08
  1355	-1.50781e-13	1.8e-08	3.3e-08
  1356	-2.14281e-13	1.8e-08	3.3e-08
  1357	-9.30237e-14	1.8e-08	3.3e-08
  1358	-1.71248e-13	1.8e-08	3.3e-08
  1359	-2.09977e-13	1.8e-08	3.3e-08
  1360	-2.28094e-13	1.8e-08	3.3e-08
  1361	-1.18643e-13	1.8e-08	3.3e-08
  1362	-2.03856e-13	1.8e-08	3.3e-08
  1363	-1.61547e-13	1.8e-08	3.3e-08
  1364	-6.77628e-14	1.8e-08	3.3e-08
  1365	-1.4092e-13	1.8e-08	3.3e-08
  1366	-1.17827e-13	1.8e-08	3.3e-08
  1367	-9.33912e-14	1.8e-08	3.3e-08
  1368	-7.08645e-14	1.8e-08	3.3e-08
  1369	-8.62636e-14	1.8e-08	3.3e-08
  1370	-1.75002e-13	1.8e-08	3.3e-08
  1371	-1.54047e-13	1.8e-08	3.3e-08
  1372	-2.19756e-13	1.8e-08	3.3e-08
  1373	-2.05888e-13	1.8e-08	3.3e-08
  1374	-8.49084e-14	1.8e-08	3.3e-08
  1375	-7.79685e-14	1.8e-08	3.3e-08
  1376	-2.27264e-13	1.8e-08	3.3e-08
  1377	-1.7159e-13	1.8e-08	3.3e-08
  1378	-1.58428e-13	1.8e-08	3.3e-08
  1379	-1.12809e-13	1.8e-08	3.3e-08
  1380	-8.27878e-14	1.8e-08	3.3e-08
  1381	-1.02737e-13	1.8e-08	3.3e-08
  1382	-2.16532e-13	1.8e-08	3.3e-08
  1383	-1.37063e-13	1.8e-08	3.3e-08
  1384	-2.00537e-13	1.8e-08	3.3e-08
  1385	-2.0349e-13	1.8e-08	3.3e-08
  1386	-8.36146e-14	1.8e-08	3.3e-08
  1387	-2.08439e-13	1.8e-08	3.3e-08
  1388	-1.07679e-13	1.8e-08	3.3e-08
  1389	-1.33639e-13	1.8e-08	3.3e-08
  1390	-7.12105e-14	1.8e-08	3.3e-08
  1391	-2.05815e-13	1.8e-08	3.3e-08
  1392	-1.77974e-13	1.8e-08	3.3e-08
  1393	-2.11203e-13	1.8e-08	3.3e-08
  1394	-2.0463e-13	1.8e-08	3.3e-08
  1395	-1.72602e-13	1.8e-08	3.3e-08
  1396	-7.20433e-14	1.8e-08	3.3e-08
  1397	-9.89038e-14	1.8e-08	3.3e-08
  1398	-1.55513e-13	1.8e-08	3.3e-08
  1399	-1.999e-13	1.8e-08	3.3e-08
  1400	-1.3834e-13	1.8e-08	3.3e-08
  1401	-1.4203e-13	1.8e-08	3.3e-08
  1402	-1.05592e-13	1.8e-08	3.3e-08
  1403	-1.79896e-13	1.8e-08	3.3e-08
  1404	-1.38225e-13	1.8e-08	3.3e-08
  1405	-8.62707e-14	1.8e-08	3.3e-08
  1406	-1.23207e-13	1.8e-08	3.3e-08
  1407	-1.28825e-13	1.8e-08	3.3e-08
  1408	-6.87695e-14	1.8e-08	3.3e-08
  1409	-1.81137e-13	1.8e-08	3.3e-08
  1410	-8.63439e-14	1.8e-08	3.3e-08
  1411	-1.03266e-13	1.8e-08	3.3e-08
  1412	-8.02976e-14	1.8e-08	3.3e-08
  1413	-2.0916e-13	1.8e-08	3.3e-08
  1414	-1.61257e-13	1.8e-08	3.3e-08
  1415	-1.15328e-13	1.8e-08	3.3e-08
  1416	-2.17448e-13	1.8e-08	3.3e-08
  1417	-9.45981e-14	1.8e-08	3.3e-08
  1418	-8.59045e-14	1.8e-08	3.3e-08
  1419	-8.22156e-14	1.8e-08	3.3e-08
  1420	-2.27535e-13	1.8e-08	3.3e-08
  1421	-1.73634e-13	1.8e-08	3.3e-08
  1422	-1.86714e-13	1.8e-08	3.3e-08
  1423	-1.17664e-13	1.8e-08	3.3e-08
  1424	-8.35562e-14	1.8e-08	3.3e-08
  1425	-1.80503e-13	1.8e-08	3.3e-08
  1426	-1.13322e-13	1.8e-08	3.3e-08
  1427	-1.19392e-13	1.8e-08	3.3e-08
  1428	-9.27681e-14	1.8e-08	3.3e-08
  1429	-9.89431e-14	1.8e-08	3.3e-08
  1430	-1.73676e-13	1.8e-08	3.3e-08
  1431	-2.31062e-13	1.8e-08	3.3e-08
  1432	-1.93005e-13	1.8e-08	3.3e-08
  1433	-1.71225e-13	1.8e-08	3.3e-08
  1434	-7.77569e-14	1.8e-08	3.3e-08
  1435	-1.50925e-13	1.8e-08	3.3e-08
  1436	-2.18967e-13	1.8e-08	3.3e-08
  1437	-1.19566e-13	1.8e-08	3.3e-08
  1438	-2.23373e-13	1.8e-08	3.3e-08
  1439	-1.82168e-13	1.8e-08	3.3e-08
  1440	-1.3012e-13	1.8e-08	3.3e-08
  1441	-1.86171e-13	1.8e-08	3.3e-08
  1442	-8.57301e-14	1.8e-08	3.3e-08
  1443	-1.78334e-13	1.8e-08	3.3e-08
  1444	-1.94754e-13	1.8e-08	3.3e-08
  1445	-2.03499e-13	1.8e-08	3.3e-08
  1446	-8.12446e-14	1.8e-08	3.3e-08
  1447	-6.65225e-14	1.8e-08	3.3e-08
  1448	-1.7942e-13	1.8e-08	3.3e-08
  1449	-8.84198e-14	1.8e-08	3.3e-08
  1450	-2.17098e-13	1.8e-08	3.3e-08
  1451	-9.33989e-14	1.8e-08	3.3e-08
  1452	-2.05459e-13	1.8e-08	3.3e-08
  1453	-9.11627e-14	1.8e-08	3.3e-08
  1454	-1.23237e-13	1.8e-08	3.3e-08
  1455	-8.23665e-14	1.8e-08	3.3e-08
  1456	-1.57113e-13	1.8e-08	3.3e-08
  1457	-1.03846e-13	1.8e-08	3.3e-08
  1458	-1.66042e-13	1.8e-08	3.3e-08
  1459	-1.37666e-13	1.8e-08	3.3e-08
  1460	-1.76041e-13	1.8e-08	3.3e-08
  1461	-1.91171e-13	1.8e-08	3.3e-08
  1462	-1.2626e-13	1.8e-08	3.3e-08
  1463	-1.03772e-13	1.8e-08	3.3e-08
  1464	-1.40851e-13	1.8e-08	3.3e-08
  1465	-9.05633e-14	1.8e-08	3.3e-08
  1466	-1.94085e-13	1.8e-08	3.3e-08
  1467	-8.78442e-14	1.8e-08	3.3e-08
  1468	-7.90125e-14	1.8e-08	3.3e-08
  1469	-8.49264e-14	1.8e-08	3.3e-08
  1470	-8.93224e-14	1.8e-08	3.3e-08
  1471	-1.75762e-13	1.8e-08	3.3e-08
  1472	-1.19107e-13	1.8e-08	3.3e-08
  1473	-7.62117e-14	1.8e-08	3.3e-08
  1474	-1.22109e-13	1.8e-08	3.3e-08
  1475	-1.30222e-13	1.8e-08	3.3e-08
  1476	-1.22171e-13	1.8e-08	3.3e-08
  1477	-1.34503e-13	1.8e-08	3.3e-08
  1478	-2.01292e-13	1.8e-08	3.3e-08
  1479	-8.91764e-14	1.8e-08	3.3e-08
  1480	-8.16224e-14	1.8e-08	3.3e-08
  1481	-2.25742e-13	1.8e-08	3.3e-08
  1482	-1.59873e-13	1.8e-08	3.3e-08
  1483	-1.57086e-13	1.8e-08	3.3e-08
  1484	-7.33671e-14	1.8e-08	3.3e-08
  1485	-9.3798e-14	1.8e-08	3.3e-08
  1486	-1.29087e-13	1.8e-08	3.3e-08
  1487	-2.11399e-13	1.8e-08	3.3e-08
  1488	-1.82346e-13	1.8e-08	3.3e-08
  1489	-1.75052e-13	1.8e-08	3.3e-08
  1490	-1.18876e-13	1.8e-08	3.3e-08
  1491	-2.05198e-13	1.8e-08	3.3e-08
  1492	-1.43694e-13	1.8e-08	3.3e-08
  1493	-8.26096e-14	1.8e-08	3.3e-08
  1494	-7.6635e-14	1.8e-08	3.3e-08
  1495	-1.33118e-13	1.8e-08	3.3e-08
  1496	-7.47142e-14	1.8e-08	3.3e-08
  1497	-7.55735e-14	1.8e-08	3.3e-08
  1498	-1.62674e-13	1.8e-08	3.3e-08
  1499	-2.28907e-13	1.8e-08	3.3e-08
  1500	-7.96414e-14	1.8e-08	3.3e-08
  1501	-1.5527e-13	1.8e-08	3.3e-08
  1502	-1.35955e-13	1.8e-08	3.3e-08
  1503	-3.24888e-13	1.8e-08	3.3e-08
  1504	-1.80307e-13	1.8e-08	3.3e-08
  1505	-2.03231e-13	1.8e-08	3.3e-08
  1506	-9.56568e-14	1.8e-08	3.3e-08
  1507	-1.06267e-13	1.8e-08	3.3e-08
  1508	-1.5537e-13	1.8e-08	3.3e-08
  1509	-9.20024e-14	1.8e-08	3.3e-08
  1510	-1.19232e-13	1.8e-08	3.3e-08
  1511	-1.72122e-13	1.8e-08	3.3e-08
  1512	-1.07609e-13	1.8e-08	3.3e-08
  1513	-1.7819e-13	1.8e-08	3.3e-08
  1514	-1.91511e-13	1.8e-08	3.3e-08
  1515	-1.03596e-13	1.8e-08	3.3e-08
  1516	-1.36504e-13	1.8e-08	3.3e-08
  1517	-7.80914e-14	1.8e-08	3.3e-08
  1518	-1.26606e-13	1.8e-08	3.3e-08
  1519	-1.22511e-13	1.8e-08	3.3e-08
  1520	-1.12139e-13	1.8e-08	3.3e-08
  1521	-9.15409e-14	1.8e-08	3.3e-08
  1522	-8.41481e-14	1.8e-08	3.3e-08
  1523	-7.307e-14	1.8e-08	3.3e-08
  1524	-1.46107e-13	1.8e-08	3.3e-08
  1525	-1.66205e-13	1.8e-08	3.3e-08
  1526	-1.05345e-13	1.8e-08	3.3e-08
  1527	-1.30329e-13	1.8e-08	3.3e-08
  1528	-1.1915e-13	1.8e-08	3.3e-08
  1529	-1.50975e-13	1.8e-08	3.3e-08
  1530	-1.19913e-13	1.8e-08	3.3e-08
  1531	-2.60618e-13	1.8e-08	3.3e-08
  1532	-1.83633e-13	1.8e-08	3.3e-08
  1533	-2.33413e-13	1.8e-08	3.3e-08
  1534	-1.41113e-13	1.8e-08	3.3e-08
  1535	-1.19035e-13	1.8e-08	3.3e-08
  1536	-1.43488e-13	1.8e-08	3.3e-08
  1537	-1.27788e-13	1.8e-08	3.3e-08
  1538	-1.06326e-13	1.8e-08	3.3e-08
  1539	-1.95089e-13	1.8e-08	3.3e-08
  1540	-1.76496e-13	1.8e-08	3.3e-08
  1541	-8.51429e-14	1.8e-08	3.3e-08
  1542	-1.02305e-13	1.8e-08	3.3e-08
  1543	-9.84372e-14	1.8e-08	3.3e-08
  1544	-1.01179e-13	1.8e-08	3.3e-08
  1545	-1.89824e-13	1.8e-08	3.3e-08
  1546	-9.14069e-14	1.8e-08	3.3e-08
  1547	-2.45969e-13	1.8e-08	3.3e-08
  1548	-9.38757e-14	1.8e-08	3.3e-08
  1549	-8.32876e-14	1.8e-08	3.3e-08
  1550	-2.02492e-13	1.8e-08	3.3e-08
  1551	-1.28504e-13	1.8e-08	3.3e-08
  1552	-1.37027e-13	1.8e-08	3.3e-08
  1553	-8.55457e-14	1.8e-08	3.3e-08
  1554	-9.59968e-14	1.8e-08	3.3e-08
  1555	-2.12147e-13	1.8e-08	3.3e-08
  1556	-2.12601e-13	1.8e-08	3.3e-08
  1557	-1.49246e-13	1.8e-08	3.3e-08
  1558	-1.76778e-13	1.8e-08	3.3e-08
  1559	-2.19399e-13	1.8e-08	3.3e-08
  1560	-1.1218e-13	1.8e-08	3.3e-08
  1561	-7.7402e-14	1.8e-08	3.3e-08
  1562	-1.33784e-13	1.8e-08	3.3e-08
  1563	-1.84737e-13	1.8e-08	3.3e-08
  1564	-9.99198e-14	1.8e-08	3.3e-08
  1565	-1.3349e-13	1.8e-08	3.3e-08
  1566	-1.68189e-13	1.8e-08	3.3e-08
  1567	-1.86702e-13	1.8e-08	3.3e-08
  1568	-2.1504e-13	1.8e-08	3.3e-08
  1569	-7.54169e-14	1.8e-08	3.3e-08
  1570	-8.20926e-14	1.8e-08	3.3e-08
  1571	-6.79538e-14	1.8e-08	3.3e-08
  1572	-1.56143e-13	1.8e-08	3.3e-08
  1573	-1.5454e-13	1.8e-08	3.3e-08
