Measurement: energia2
  step	INTEG(v(supply)*i(V1))	FROM	TO
   522	-1.36453e-13	1.8e-08	3.3e-08
   523	-1.12058e-13	1.8e-08	3.3e-08
   524	-1.19512e-13	1.8e-08	3.3e-08
   525	-1.92301e-13	1.8e-08	3.3e-08
   526	-7.09711e-14	1.8e-08	3.3e-08
   527	-1.62113e-13	1.8e-08	3.3e-08
   528	-2.05514e-13	1.8e-08	3.3e-08
   529	-1.72891e-13	1.8e-08	3.3e-08
   530	-1.06658e-13	1.8e-08	3.3e-08
   531	-1.16331e-13	1.8e-08	3.3e-08
   532	-1.60352e-13	1.8e-08	3.3e-08
   533	-1.35829e-13	1.8e-08	3.3e-08
   534	-1.79245e-13	1.8e-08	3.3e-08
   535	-2.03011e-13	1.8e-08	3.3e-08
   536	-1.94517e-13	1.8e-08	3.3e-08
   537	-8.00818e-14	1.8e-08	3.3e-08
   538	-1.2576e-13	1.8e-08	3.3e-08
   539	-1.94464e-13	1.8e-08	3.3e-08
   540	-1.13503e-13	1.8e-08	3.3e-08
   541	-2.21817e-13	1.8e-08	3.3e-08
   542	-1.48237e-13	1.8e-08	3.3e-08
   543	-7.14569e-14	1.8e-08	3.3e-08
   544	-9.33539e-14	1.8e-08	3.3e-08
   545	-1.86569e-13	1.8e-08	3.3e-08
   546	-2.21097e-13	1.8e-08	3.3e-08
   547	-8.08789e-14	1.8e-08	3.3e-08
   548	-9.44711e-14	1.8e-08	3.3e-08
   549	-8.06568e-14	1.8e-08	3.3e-08
   550	-1.36632e-13	1.8e-08	3.3e-08
   551	-2.2155e-13	1.8e-08	3.3e-08
   552	-8.39046e-14	1.8e-08	3.3e-08
   553	-1.50426e-13	1.8e-08	3.3e-08
   554	-1.69606e-13	1.8e-08	3.3e-08
   555	-7.84043e-14	1.8e-08	3.3e-08
   556	-1.02404e-13	1.8e-08	3.3e-08
   557	-8.88571e-14	1.8e-08	3.3e-08
   558	-1.68157e-13	1.8e-08	3.3e-08
   559	-9.20412e-14	1.8e-08	3.3e-08
   560	-9.27454e-14	1.8e-08	3.3e-08
   561	-1.32021e-13	1.8e-08	3.3e-08
   562	-1.60253e-13	1.8e-08	3.3e-08
   563	-1.92465e-13	1.8e-08	3.3e-08
   564	-2.31271e-13	1.8e-08	3.3e-08
   565	-7.3904e-14	1.8e-08	3.3e-08
   566	-1.81256e-13	1.8e-08	3.3e-08
   567	-1.53595e-13	1.8e-08	3.3e-08
   568	-8.61034e-14	1.8e-08	3.3e-08
   569	-1.99243e-13	1.8e-08	3.3e-08
   570	-1.34282e-13	1.8e-08	3.3e-08
   571	-1.02551e-13	1.8e-08	3.3e-08
   572	-9.57857e-14	1.8e-08	3.3e-08
   573	-2.04974e-13	1.8e-08	3.3e-08
   574	-1.27797e-13	1.8e-08	3.3e-08
   575	-2.16359e-13	1.8e-08	3.3e-08
   576	-1.54574e-13	1.8e-08	3.3e-08
   577	-1.39949e-13	1.8e-08	3.3e-08
   578	-2.20452e-13	1.8e-08	3.3e-08
   579	-1.16203e-13	1.8e-08	3.3e-08
   580	-9.98345e-14	1.8e-08	3.3e-08
   581	-8.47723e-14	1.8e-08	3.3e-08
   582	-1.28184e-13	1.8e-08	3.3e-08
   583	-1.44235e-13	1.8e-08	3.3e-08
   584	-2.05531e-13	1.8e-08	3.3e-08
   585	-2.20621e-13	1.8e-08	3.3e-08
   586	-1.43098e-13	1.8e-08	3.3e-08
   587	-1.67377e-13	1.8e-08	3.3e-08
   588	-2.20319e-13	1.8e-08	3.3e-08
   589	-1.66296e-13	1.8e-08	3.3e-08
   590	-9.84443e-14	1.8e-08	3.3e-08
   591	-8.15533e-14	1.8e-08	3.3e-08
   592	-1.44503e-13	1.8e-08	3.3e-08
   593	-1.48496e-13	1.8e-08	3.3e-08
   594	-2.02389e-13	1.8e-08	3.3e-08
   595	-8.21845e-14	1.8e-08	3.3e-08
   596	-8.98622e-14	1.8e-08	3.3e-08
   597	-7.35859e-14	1.8e-08	3.3e-08
   598	-1.10242e-13	1.8e-08	3.3e-08
   599	-1.70402e-13	1.8e-08	3.3e-08
   600	-1.86431e-13	1.8e-08	3.3e-08
   601	-1.49782e-13	1.8e-08	3.3e-08
   602	-9.11376e-14	1.8e-08	3.3e-08
   603	-1.62373e-13	1.8e-08	3.3e-08
   604	-1.27731e-13	1.8e-08	3.3e-08
   605	-2.31852e-13	1.8e-08	3.3e-08
   606	-7.67533e-14	1.8e-08	3.3e-08
   607	-1.91567e-13	1.8e-08	3.3e-08
   608	-2.07241e-13	1.8e-08	3.3e-08
   609	-1.24984e-13	1.8e-08	3.3e-08
   610	-7.2987e-14	1.8e-08	3.3e-08
   611	-1.18039e-13	1.8e-08	3.3e-08
   612	-1.88925e-13	1.8e-08	3.3e-08
   613	-1.61788e-13	1.8e-08	3.3e-08
   614	-1.66866e-13	1.8e-08	3.3e-08
   615	-1.03743e-13	1.8e-08	3.3e-08
   616	-2.2539e-13	1.8e-08	3.3e-08
   617	-2.16252e-13	1.8e-08	3.3e-08
   618	-1.31006e-13	1.8e-08	3.3e-08
   619	-9.01345e-14	1.8e-08	3.3e-08
   620	-1.26585e-13	1.8e-08	3.3e-08
   621	-1.33261e-13	1.8e-08	3.3e-08
   622	-1.06884e-13	1.8e-08	3.3e-08
   623	-1.57242e-13	1.8e-08	3.3e-08
   624	-2.15841e-13	1.8e-08	3.3e-08
   625	-1.30385e-13	1.8e-08	3.3e-08
   626	-1.4201e-13	1.8e-08	3.3e-08
   627	-1.61901e-13	1.8e-08	3.3e-08
   628	-8.1185e-14	1.8e-08	3.3e-08
   629	-1.86695e-13	1.8e-08	3.3e-08
   630	-7.5404e-14	1.8e-08	3.3e-08
   631	-9.2358e-14	1.8e-08	3.3e-08
   632	-1.8076e-13	1.8e-08	3.3e-08
   633	-1.50059e-13	1.8e-08	3.3e-08
   634	-1.21353e-13	1.8e-08	3.3e-08
   635	-1.61442e-13	1.8e-08	3.3e-08
   636	-7.46053e-14	1.8e-08	3.3e-08
   637	-1.67343e-13	1.8e-08	3.3e-08
   638	-2.19832e-13	1.8e-08	3.3e-08
   639	-1.12433e-13	1.8e-08	3.3e-08
   640	-9.80159e-14	1.8e-08	3.3e-08
   641	-1.5786e-13	1.8e-08	3.3e-08
   642	-2.14458e-13	1.8e-08	3.3e-08
   643	-1.59451e-13	1.8e-08	3.3e-08
   644	-1.46606e-13	1.8e-08	3.3e-08
   645	-2.18101e-13	1.8e-08	3.3e-08
   646	-2.0498e-13	1.8e-08	3.3e-08
   647	-1.65553e-13	1.8e-08	3.3e-08
   648	-1.00122e-13	1.8e-08	3.3e-08
   649	-1.91913e-13	1.8e-08	3.3e-08
   650	-2.15325e-13	1.8e-08	3.3e-08
   651	-9.61936e-14	1.8e-08	3.3e-08
   652	-1.98693e-13	1.8e-08	3.3e-08
   653	-7.78496e-14	1.8e-08	3.3e-08
   654	-1.24012e-13	1.8e-08	3.3e-08
   655	-6.92547e-14	1.8e-08	3.3e-08
   656	-1.0233e-13	1.8e-08	3.3e-08
   657	-1.03878e-13	1.8e-08	3.3e-08
   658	-9.58906e-14	1.8e-08	3.3e-08
   659	-1.35336e-13	1.8e-08	3.3e-08
   660	-7.14853e-14	1.8e-08	3.3e-08
   661	-1.08608e-13	1.8e-08	3.3e-08
   662	-1.27099e-13	1.8e-08	3.3e-08
   663	-1.63954e-13	1.8e-08	3.3e-08
   664	-2.46552e-13	1.8e-08	3.3e-08
   665	-9.77573e-14	1.8e-08	3.3e-08
   666	-1.26191e-13	1.8e-08	3.3e-08
   667	-8.62448e-14	1.8e-08	3.3e-08
   668	-7.21544e-14	1.8e-08	3.3e-08
   669	-7.37959e-14	1.8e-08	3.3e-08
   670	-1.54392e-13	1.8e-08	3.3e-08
   671	-1.39065e-13	1.8e-08	3.3e-08
   672	-1.85421e-13	1.8e-08	3.3e-08
   673	-1.20282e-13	1.8e-08	3.3e-08
   674	-7.51175e-14	1.8e-08	3.3e-08
   675	-7.58608e-14	1.8e-08	3.3e-08
   676	-1.8868e-13	1.8e-08	3.3e-08
   677	-1.14299e-13	1.8e-08	3.3e-08
   678	-1.00403e-13	1.8e-08	3.3e-08
   679	-1.32195e-13	1.8e-08	3.3e-08
   680	-2.05315e-13	1.8e-08	3.3e-08
   681	-2.0581e-13	1.8e-08	3.3e-08
   682	-1.52321e-13	1.8e-08	3.3e-08
   683	-1.45127e-13	1.8e-08	3.3e-08
   684	-7.9247e-14	1.8e-08	3.3e-08
   685	-1.10145e-13	1.8e-08	3.3e-08
   686	-8.23975e-14	1.8e-08	3.3e-08
   687	-1.11294e-13	1.8e-08	3.3e-08
   688	-1.87581e-13	1.8e-08	3.3e-08
   689	-1.11062e-13	1.8e-08	3.3e-08
   690	-1.25145e-13	1.8e-08	3.3e-08
   691	-1.28092e-13	1.8e-08	3.3e-08
   692	-1.95194e-13	1.8e-08	3.3e-08
   693	-9.59071e-14	1.8e-08	3.3e-08
   694	-6.99527e-14	1.8e-08	3.3e-08
   695	-2.23422e-13	1.8e-08	3.3e-08
   696	-1.49545e-13	1.8e-08	3.3e-08
   697	-1.53326e-13	1.8e-08	3.3e-08
   698	-1.99888e-13	1.8e-08	3.3e-08
   699	-1.987e-13	1.8e-08	3.3e-08
   700	-1.10389e-13	1.8e-08	3.3e-08
   701	-1.26569e-13	1.8e-08	3.3e-08
   702	-1.5046e-13	1.8e-08	3.3e-08
   703	-1.84695e-13	1.8e-08	3.3e-08
   704	-9.60184e-14	1.8e-08	3.3e-08
   705	-8.00755e-14	1.8e-08	3.3e-08
   706	-7.998e-14	1.8e-08	3.3e-08
   707	-1.24104e-13	1.8e-08	3.3e-08
   708	-1.18502e-13	1.8e-08	3.3e-08
   709	-9.29267e-14	1.8e-08	3.3e-08
   710	-1.7271e-13	1.8e-08	3.3e-08
   711	-1.38443e-13	1.8e-08	3.3e-08
   712	-1.99254e-13	1.8e-08	3.3e-08
   713	-1.28496e-13	1.8e-08	3.3e-08
   714	-2.22525e-13	1.8e-08	3.3e-08
   715	-7.68633e-14	1.8e-08	3.3e-08
   716	-1.00106e-13	1.8e-08	3.3e-08
   717	-2.16687e-13	1.8e-08	3.3e-08
   718	-1.508e-13	1.8e-08	3.3e-08
   719	-1.07724e-13	1.8e-08	3.3e-08
   720	-1.04533e-13	1.8e-08	3.3e-08
   721	-2.11999e-13	1.8e-08	3.3e-08
   722	-1.74161e-13	1.8e-08	3.3e-08
   723	-8.06169e-14	1.8e-08	3.3e-08
   724	-1.1531e-13	1.8e-08	3.3e-08
   725	-1.32631e-13	1.8e-08	3.3e-08
   726	-8.94339e-14	1.8e-08	3.3e-08
   727	-1.97497e-13	1.8e-08	3.3e-08
   728	-1.26862e-13	1.8e-08	3.3e-08
   729	-6.95016e-14	1.8e-08	3.3e-08
   730	-1.01816e-13	1.8e-08	3.3e-08
   731	-1.36326e-13	1.8e-08	3.3e-08
   732	-8.1455e-14	1.8e-08	3.3e-08
   733	-8.53828e-14	1.8e-08	3.3e-08
   734	-9.03637e-14	1.8e-08	3.3e-08
   735	-9.03608e-14	1.8e-08	3.3e-08
   736	-2.28802e-13	1.8e-08	3.3e-08
   737	-2.06367e-13	1.8e-08	3.3e-08
   738	-9.40546e-14	1.8e-08	3.3e-08
   739	-1.24555e-13	1.8e-08	3.3e-08
   740	-1.07239e-13	1.8e-08	3.3e-08
   741	-1.59779e-13	1.8e-08	3.3e-08
   742	-1.52451e-13	1.8e-08	3.3e-08
   743	-1.32163e-13	1.8e-08	3.3e-08
   744	-9.14691e-14	1.8e-08	3.3e-08
   745	-1.61603e-13	1.8e-08	3.3e-08
   746	-1.30402e-13	1.8e-08	3.3e-08
   747	-1.18426e-13	1.8e-08	3.3e-08
   748	-1.01833e-13	1.8e-08	3.3e-08
   749	-2.0809e-13	1.8e-08	3.3e-08
   750	-2.15438e-13	1.8e-08	3.3e-08
   751	-1.79332e-13	1.8e-08	3.3e-08
   752	-2.33957e-13	1.8e-08	3.3e-08
   753	-9.01044e-14	1.8e-08	3.3e-08
   754	-1.42819e-13	1.8e-08	3.3e-08
   755	-1.24004e-13	1.8e-08	3.3e-08
   756	-2.19835e-13	1.8e-08	3.3e-08
   757	-1.43541e-13	1.8e-08	3.3e-08
   758	-1.36797e-13	1.8e-08	3.3e-08
   759	-7.2995e-14	1.8e-08	3.3e-08
   760	-1.65913e-13	1.8e-08	3.3e-08
   761	-2.54832e-13	1.8e-08	3.3e-08
   762	-2.40155e-13	1.8e-08	3.3e-08
   763	-2.18475e-13	1.8e-08	3.3e-08
   764	-9.52013e-14	1.8e-08	3.3e-08
   765	-1.19334e-13	1.8e-08	3.3e-08
   766	-9.66881e-14	1.8e-08	3.3e-08
   767	-9.177e-14	1.8e-08	3.3e-08
   768	-1.37447e-13	1.8e-08	3.3e-08
   769	-7.70084e-14	1.8e-08	3.3e-08
   770	-8.95406e-14	1.8e-08	3.3e-08
   771	-2.37957e-13	1.8e-08	3.3e-08
   772	-1.86848e-13	1.8e-08	3.3e-08
   773	-2.0158e-13	1.8e-08	3.3e-08
   774	-1.06877e-13	1.8e-08	3.3e-08
   775	-7.94821e-14	1.8e-08	3.3e-08
   776	-2.07766e-13	1.8e-08	3.3e-08
   777	-1.84889e-13	1.8e-08	3.3e-08
   778	-1.63205e-13	1.8e-08	3.3e-08
   779	-1.10435e-13	1.8e-08	3.3e-08
   780	-9.93417e-14	1.8e-08	3.3e-08
   781	-1.34481e-13	1.8e-08	3.3e-08
   782	-8.33989e-14	1.8e-08	3.3e-08
   783	-9.74416e-14	1.8e-08	3.3e-08
   784	-1.89607e-13	1.8e-08	3.3e-08
   785	-1.46846e-13	1.8e-08	3.3e-08
   786	-1.22537e-13	1.8e-08	3.3e-08
   787	-3.44443e-13	1.8e-08	3.3e-08
   788	-1.24023e-13	1.8e-08	3.3e-08
   789	-1.4612e-13	1.8e-08	3.3e-08
   790	-1.43004e-13	1.8e-08	3.3e-08
   791	-1.08833e-13	1.8e-08	3.3e-08
   792	-1.02553e-13	1.8e-08	3.3e-08
   793	-1.00935e-13	1.8e-08	3.3e-08
   794	-1.72783e-13	1.8e-08	3.3e-08
   795	-2.16327e-13	1.8e-08	3.3e-08
   796	-1.81843e-13	1.8e-08	3.3e-08
   797	-1.35427e-13	1.8e-08	3.3e-08
   798	-7.96178e-14	1.8e-08	3.3e-08
   799	-1.91329e-13	1.8e-08	3.3e-08
   800	-1.12589e-13	1.8e-08	3.3e-08
   801	-2.18712e-13	1.8e-08	3.3e-08
   802	-1.55326e-13	1.8e-08	3.3e-08
   803	-1.31579e-13	1.8e-08	3.3e-08
   804	-1.40226e-13	1.8e-08	3.3e-08
   805	-1.0326e-13	1.8e-08	3.3e-08
   806	-1.5279e-13	1.8e-08	3.3e-08
   807	-9.30801e-14	1.8e-08	3.3e-08
   808	-2.04335e-13	1.8e-08	3.3e-08
   809	-1.04609e-13	1.8e-08	3.3e-08
   810	-7.14796e-14	1.8e-08	3.3e-08
   811	-1.57122e-13	1.8e-08	3.3e-08
   812	-9.77925e-14	1.8e-08	3.3e-08
   813	-8.6463e-14	1.8e-08	3.3e-08
   814	-2.15717e-13	1.8e-08	3.3e-08
   815	-1.56464e-13	1.8e-08	3.3e-08
   816	-1.54592e-13	1.8e-08	3.3e-08
   817	-1.09592e-13	1.8e-08	3.3e-08
   818	-1.99623e-13	1.8e-08	3.3e-08
   819	-1.60641e-13	1.8e-08	3.3e-08
   820	-2.02656e-13	1.8e-08	3.3e-08
   821	-2.9066e-13	1.8e-08	3.3e-08
   822	-1.99448e-13	1.8e-08	3.3e-08
   823	-1.36396e-13	1.8e-08	3.3e-08
   824	-1.01144e-13	1.8e-08	3.3e-08
   825	-1.36877e-13	1.8e-08	3.3e-08
   826	-2.62955e-13	1.8e-08	3.3e-08
   827	-7.46698e-14	1.8e-08	3.3e-08
   828	-1.74356e-13	1.8e-08	3.3e-08
   829	-1.80004e-13	1.8e-08	3.3e-08
   830	-1.03195e-13	1.8e-08	3.3e-08
   831	-1.88064e-13	1.8e-08	3.3e-08
   832	-1.03974e-13	1.8e-08	3.3e-08
   833	-1.66467e-13	1.8e-08	3.3e-08
   834	-1.82655e-13	1.8e-08	3.3e-08
   835	-8.18506e-14	1.8e-08	3.3e-08
   836	-1.94954e-13	1.8e-08	3.3e-08
   837	-8.20177e-14	1.8e-08	3.3e-08
   838	-1.76636e-13	1.8e-08	3.3e-08
   839	-1.79619e-13	1.8e-08	3.3e-08
   840	-1.045e-13	1.8e-08	3.3e-08
   841	-8.85615e-14	1.8e-08	3.3e-08
   842	-7.52757e-14	1.8e-08	3.3e-08
   843	-9.26314e-14	1.8e-08	3.3e-08
   844	-7.86114e-14	1.8e-08	3.3e-08
   845	-2.34036e-13	1.8e-08	3.3e-08
   846	-1.75112e-13	1.8e-08	3.3e-08
   847	-1.85744e-13	1.8e-08	3.3e-08
   848	-1.67065e-13	1.8e-08	3.3e-08
   849	-1.39512e-13	1.8e-08	3.3e-08
   850	-1.17164e-13	1.8e-08	3.3e-08
   851	-8.31032e-14	1.8e-08	3.3e-08
   852	-9.11734e-14	1.8e-08	3.3e-08
   853	-1.86701e-13	1.8e-08	3.3e-08
   854	-2.07877e-13	1.8e-08	3.3e-08
   855	-1.0627e-13	1.8e-08	3.3e-08
   856	-1.60588e-13	1.8e-08	3.3e-08
   857	-2.1242e-13	1.8e-08	3.3e-08
   858	-7.52208e-14	1.8e-08	3.3e-08
   859	-1.16214e-13	1.8e-08	3.3e-08
   860	-8.49053e-14	1.8e-08	3.3e-08
   861	-1.0529e-13	1.8e-08	3.3e-08
   862	-1.02141e-13	1.8e-08	3.3e-08
   863	-1.87491e-13	1.8e-08	3.3e-08
   864	-1.11588e-13	1.8e-08	3.3e-08
   865	-1.62967e-13	1.8e-08	3.3e-08
   866	-1.04915e-13	1.8e-08	3.3e-08
   867	-1.20543e-13	1.8e-08	3.3e-08
   868	-1.47503e-13	1.8e-08	3.3e-08
   869	-1.38835e-13	1.8e-08	3.3e-08
   870	-1.07911e-13	1.8e-08	3.3e-08
   871	-7.39386e-14	1.8e-08	3.3e-08
   872	-8.87924e-14	1.8e-08	3.3e-08
   873	-2.01085e-13	1.8e-08	3.3e-08
   874	-1.17086e-13	1.8e-08	3.3e-08
   875	-1.43863e-13	1.8e-08	3.3e-08
   876	-2.03154e-13	1.8e-08	3.3e-08
   877	-1.02169e-13	1.8e-08	3.3e-08
   878	-1.01562e-13	1.8e-08	3.3e-08
   879	-1.2886e-13	1.8e-08	3.3e-08
   880	-1.99365e-13	1.8e-08	3.3e-08
   881	-1.47564e-13	1.8e-08	3.3e-08
   882	-1.35781e-13	1.8e-08	3.3e-08
   883	-1.10799e-13	1.8e-08	3.3e-08
   884	-1.59803e-13	1.8e-08	3.3e-08
   885	-1.2696e-13	1.8e-08	3.3e-08
   886	-8.63115e-14	1.8e-08	3.3e-08
   887	-1.40941e-13	1.8e-08	3.3e-08
   888	-1.22762e-13	1.8e-08	3.3e-08
   889	-1.61597e-13	1.8e-08	3.3e-08
   890	-1.70173e-13	1.8e-08	3.3e-08
   891	-1.23163e-13	1.8e-08	3.3e-08
   892	-8.08013e-14	1.8e-08	3.3e-08
   893	-1.24298e-13	1.8e-08	3.3e-08
   894	-1.60608e-13	1.8e-08	3.3e-08
   895	-1.62307e-13	1.8e-08	3.3e-08
   896	-1.59873e-13	1.8e-08	3.3e-08
   897	-9.42382e-14	1.8e-08	3.3e-08
   898	-1.69956e-13	1.8e-08	3.3e-08
   899	-1.11544e-13	1.8e-08	3.3e-08
   900	-1.7685e-13	1.8e-08	3.3e-08
   901	-2.29137e-13	1.8e-08	3.3e-08
   902	-8.13095e-14	1.8e-08	3.3e-08
   903	-9.14947e-14	1.8e-08	3.3e-08
   904	-1.24139e-13	1.8e-08	3.3e-08
   905	-1.40879e-13	1.8e-08	3.3e-08
   906	-1.29883e-13	1.8e-08	3.3e-08
   907	-1.66052e-13	1.8e-08	3.3e-08
   908	-1.74361e-13	1.8e-08	3.3e-08
   909	-1.10832e-13	1.8e-08	3.3e-08
   910	-2.16878e-13	1.8e-08	3.3e-08
   911	-9.13865e-14	1.8e-08	3.3e-08
   912	-8.61446e-14	1.8e-08	3.3e-08
   913	-1.83648e-13	1.8e-08	3.3e-08
   914	-1.93886e-13	1.8e-08	3.3e-08
   915	-2.00059e-13	1.8e-08	3.3e-08
   916	-2.20255e-13	1.8e-08	3.3e-08
   917	-9.76904e-14	1.8e-08	3.3e-08
   918	-7.77454e-14	1.8e-08	3.3e-08
   919	-2.21759e-13	1.8e-08	3.3e-08
   920	-1.53085e-13	1.8e-08	3.3e-08
   921	-8.74835e-14	1.8e-08	3.3e-08
   922	-9.9563e-14	1.8e-08	3.3e-08
   923	-7.66594e-14	1.8e-08	3.3e-08
   924	-1.38331e-13	1.8e-08	3.3e-08
   925	-1.27783e-13	1.8e-08	3.3e-08
   926	-2.23772e-13	1.8e-08	3.3e-08
   927	-8.15239e-14	1.8e-08	3.3e-08
   928	-7.8861e-14	1.8e-08	3.3e-08
   929	-1.19187e-13	1.8e-08	3.3e-08
   930	-1.34088e-13	1.8e-08	3.3e-08
   931	-1.18661e-13	1.8e-08	3.3e-08
   932	-1.37532e-13	1.8e-08	3.3e-08
   933	-1.45623e-13	1.8e-08	3.3e-08
   934	-8.35277e-14	1.8e-08	3.3e-08
   935	-2.275e-13	1.8e-08	3.3e-08
   936	-8.6256e-14	1.8e-08	3.3e-08
   937	-1.54679e-13	1.8e-08	3.3e-08
   938	-1.9627e-13	1.8e-08	3.3e-08
   939	-1.06428e-13	1.8e-08	3.3e-08
   940	-1.2505e-13	1.8e-08	3.3e-08
   941	-1.36498e-13	1.8e-08	3.3e-08
   942	-8.56714e-14	1.8e-08	3.3e-08
   943	-7.4332e-14	1.8e-08	3.3e-08
   944	-1.73337e-13	1.8e-08	3.3e-08
   945	-1.03415e-13	1.8e-08	3.3e-08
   946	-1.74796e-13	1.8e-08	3.3e-08
   947	-1.19356e-13	1.8e-08	3.3e-08
   948	-1.07916e-13	1.8e-08	3.3e-08
   949	-1.06341e-13	1.8e-08	3.3e-08
   950	-1.03601e-13	1.8e-08	3.3e-08
   951	-9.03441e-14	1.8e-08	3.3e-08
   952	-9.32074e-14	1.8e-08	3.3e-08
   953	-1.46557e-13	1.8e-08	3.3e-08
   954	-1.23061e-13	1.8e-08	3.3e-08
   955	-2.3916e-13	1.8e-08	3.3e-08
   956	-1.42105e-13	1.8e-08	3.3e-08
   957	-1.61283e-13	1.8e-08	3.3e-08
   958	-1.44008e-13	1.8e-08	3.3e-08
   959	-2.26186e-13	1.8e-08	3.3e-08
   960	-1.87367e-13	1.8e-08	3.3e-08
   961	-1.41324e-13	1.8e-08	3.3e-08
   962	-1.00455e-13	1.8e-08	3.3e-08
   963	-1.44768e-13	1.8e-08	3.3e-08
   964	-1.76751e-13	1.8e-08	3.3e-08
   965	-1.91903e-13	1.8e-08	3.3e-08
   966	-1.12774e-13	1.8e-08	3.3e-08
   967	-6.98906e-14	1.8e-08	3.3e-08
   968	-9.32819e-14	1.8e-08	3.3e-08
   969	-8.18154e-14	1.8e-08	3.3e-08
   970	-2.25881e-13	1.8e-08	3.3e-08
   971	-7.35102e-14	1.8e-08	3.3e-08
   972	-1.09392e-13	1.8e-08	3.3e-08
   973	-1.95654e-13	1.8e-08	3.3e-08
   974	-1.51437e-13	1.8e-08	3.3e-08
   975	-1.74677e-13	1.8e-08	3.3e-08
   976	-1.23992e-13	1.8e-08	3.3e-08
   977	-1.40876e-13	1.8e-08	3.3e-08
   978	-1.95358e-13	1.8e-08	3.3e-08
   979	-2.25177e-13	1.8e-08	3.3e-08
   980	-1.55101e-13	1.8e-08	3.3e-08
   981	-2.17919e-13	1.8e-08	3.3e-08
   982	-1.04335e-13	1.8e-08	3.3e-08
   983	-1.06695e-13	1.8e-08	3.3e-08
   984	-1.16627e-13	1.8e-08	3.3e-08
   985	-9.30234e-14	1.8e-08	3.3e-08
   986	-1.60084e-13	1.8e-08	3.3e-08
   987	-7.06393e-14	1.8e-08	3.3e-08
   988	-2.93837e-13	1.8e-08	3.3e-08
   989	-1.11021e-13	1.8e-08	3.3e-08
   990	-8.23869e-14	1.8e-08	3.3e-08
   991	-2.23462e-13	1.8e-08	3.3e-08
   992	-1.60401e-13	1.8e-08	3.3e-08
   993	-8.24658e-14	1.8e-08	3.3e-08
   994	-9.94684e-14	1.8e-08	3.3e-08
   995	-1.24785e-13	1.8e-08	3.3e-08
   996	-1.22647e-13	1.8e-08	3.3e-08
   997	-1.31278e-13	1.8e-08	3.3e-08
   998	-7.76728e-14	1.8e-08	3.3e-08
   999	-9.55103e-14	1.8e-08	3.3e-08
  1000	-1.7683e-13	1.8e-08	3.3e-08
  1001	-1.51092e-13	1.8e-08	3.3e-08
  1002	-1.10601e-13	1.8e-08	3.3e-08
  1003	-2.09296e-13	1.8e-08	3.3e-08
  1004	-8.222e-14	1.8e-08	3.3e-08
  1005	-1.78451e-13	1.8e-08	3.3e-08
  1006	-1.78344e-13	1.8e-08	3.3e-08
  1007	-1.67311e-13	1.8e-08	3.3e-08
  1008	-1.23731e-13	1.8e-08	3.3e-08
  1009	-1.38632e-13	1.8e-08	3.3e-08
  1010	-1.54679e-13	1.8e-08	3.3e-08
  1011	-9.33253e-14	1.8e-08	3.3e-08
  1012	-7.03111e-14	1.8e-08	3.3e-08
  1013	-1.32433e-13	1.8e-08	3.3e-08
  1014	-1.60366e-13	1.8e-08	3.3e-08
  1015	-1.68935e-13	1.8e-08	3.3e-08
  1016	-2.26316e-13	1.8e-08	3.3e-08
  1017	-8.59711e-14	1.8e-08	3.3e-08
  1018	-1.27582e-13	1.8e-08	3.3e-08
  1019	-2.38595e-13	1.8e-08	3.3e-08
  1020	-2.21456e-13	1.8e-08	3.3e-08
  1021	-1.62705e-13	1.8e-08	3.3e-08
  1022	-9.30449e-14	1.8e-08	3.3e-08
  1023	-2.0359e-13	1.8e-08	3.3e-08
  1024	-1.59023e-13	1.8e-08	3.3e-08
  1025	-7.17191e-14	1.8e-08	3.3e-08
  1026	-1.0138e-13	1.8e-08	3.3e-08
  1027	-2.18961e-13	1.8e-08	3.3e-08
  1028	-1.73739e-13	1.8e-08	3.3e-08
  1029	-1.03627e-13	1.8e-08	3.3e-08
  1030	-2.20522e-13	1.8e-08	3.3e-08
  1031	-9.10414e-14	1.8e-08	3.3e-08
  1032	-1.97208e-13	1.8e-08	3.3e-08
  1033	-8.02721e-14	1.8e-08	3.3e-08
  1034	-1.48804e-13	1.8e-08	3.3e-08
  1035	-1.20227e-13	1.8e-08	3.3e-08
  1036	-6.84281e-14	1.8e-08	3.3e-08
  1037	-1.31021e-13	1.8e-08	3.3e-08
  1038	-7.55572e-14	1.8e-08	3.3e-08
  1039	-7.02564e-14	1.8e-08	3.3e-08
  1040	-1.48327e-13	1.8e-08	3.3e-08
  1041	-1.98522e-13	1.8e-08	3.3e-08
  1042	-1.35919e-13	1.8e-08	3.3e-08
  1043	-2.10848e-13	1.8e-08	3.3e-08
  1044	-1.27642e-13	1.8e-08	3.3e-08
  1045	-9.01729e-14	1.8e-08	3.3e-08
  1046	-1.82108e-13	1.8e-08	3.3e-08
  1047	-1.10877e-13	1.8e-08	3.3e-08
  1048	-7.97219e-14	1.8e-08	3.3e-08
  1049	-2.15172e-13	1.8e-08	3.3e-08
  1050	-9.2789e-14	1.8e-08	3.3e-08
  1051	-1.47778e-13	1.8e-08	3.3e-08
  1052	-1.44719e-13	1.8e-08	3.3e-08
  1053	-2.00609e-13	1.8e-08	3.3e-08
  1054	-8.74706e-14	1.8e-08	3.3e-08
  1055	-1.17425e-13	1.8e-08	3.3e-08
  1056	-2.2459e-13	1.8e-08	3.3e-08
